,Epha4
2137,3.0
2138,3.0
2139,20.0
2140,3.0
2141,1.0
2142,17.0
2143,6.0
2144,31.0
2145,9.0
2146,19.0
2147,47.0
2148,3.0
2149,1.0
2150,18.0
2151,20.0
2152,4.0
2153,14.0
2154,7.0
2155,6.0
2156,23.0
2157,10.0
2158,1.0
2159,1.0
2160,3.0
2161,11.0
2162,12.0
2163,32.0
2164,34.0
2165,0.0
2166,11.0
2167,0.0
2168,22.0
2169,13.0
2170,20.0
2171,27.0
2172,26.0
2173,35.0
2174,28.0
2175,25.0
2176,0.0
2177,4.0
2178,23.0
2179,3.0
2180,6.0
2181,29.0
2182,34.0
2183,36.0
2184,3.0
2185,6.0
2186,7.0
2187,11.0
2188,6.0
2189,9.0
2190,6.0
2191,0.0
2192,3.0
2193,29.0
2194,2.0
2195,0.0
2196,3.0
2197,6.0
2198,19.0
2199,35.0
2200,10.0
2201,21.0
2202,7.0
2203,25.0
2204,21.0
2205,19.0
2206,22.0
2207,26.0
2208,14.0
2209,36.0
2210,0.0
2211,1.0
2212,1.0
2213,1.0
2214,23.0
2215,2.0
2216,26.0
2217,3.0
2218,1.0
2219,0.0
2220,37.0
2221,1.0
2222,36.0
2223,5.0
2224,2.0
2225,4.0
2226,3.0
2227,15.0
2228,36.0
2229,1.0
2230,3.0
2231,30.0
2232,20.0
2233,27.0
2234,11.0
2235,26.0
2236,6.0
2237,14.0
2238,11.0
2239,24.0
2240,1.0
2241,1.0
2242,7.0
2243,30.0
2244,23.0
2245,9.0
2246,1.0
2247,16.0
2248,14.0
2249,28.0
2250,7.0
2251,33.0
2252,24.0
2253,45.0
2254,7.0
2255,25.0
2256,24.0
2257,2.0
2258,3.0
2259,17.0
2260,16.0
2261,2.0
2262,9.0
2263,28.0
2264,0.0
2265,1.0
2266,1.0
2267,0.0
2268,2.0
2269,2.0
2270,6.0
2271,2.0
2272,23.0
2273,44.0
2274,1.0
2275,28.0
2276,20.0
2277,7.0
2278,3.0
2279,1.0
2280,0.0
2281,0.0
2282,5.0
2283,7.0
2284,18.0
2285,8.0
2286,0.0
2287,1.0
2288,3.0
2289,2.0
2290,11.0
2291,23.0
2292,0.0
2293,10.0
2294,0.0
2295,9.0
2296,5.0
2297,8.0
2298,16.0
2299,13.0
2300,2.0
2301,3.0
2302,6.0
2303,14.0
2304,27.0
2305,1.0
2306,15.0
2307,0.0
2308,10.0
2309,9.0
2310,4.0
2311,10.0
2312,0.0
2313,1.0
2314,10.0
2315,9.0
2316,21.0
2317,1.0
2318,0.0
2319,1.0
2320,5.0
2321,0.0
2322,28.0
2323,2.0
2324,1.0
2325,0.0
2326,7.0
2327,1.0
2328,1.0
2329,5.0
2330,5.0
2331,3.0
2332,2.0
2333,26.0
2334,6.0
2335,1.0
2336,14.0
2337,1.0
2338,5.0
2339,16.0
2340,5.0
2341,1.0
2342,23.0
2343,1.0
2344,24.0
2345,4.0
2346,0.0
2347,17.0
2348,1.0
2349,24.0
2350,3.0
2351,0.0
2352,2.0
2353,2.0
2354,1.0
2355,0.0
2356,0.0
2357,9.0
2358,1.0
2359,6.0
2360,1.0
2361,5.0
2362,10.0
2363,4.0
2364,4.0
2365,9.0
2366,0.0
2367,0.0
2368,0.0
2369,1.0
2370,10.0
2371,23.0
2372,2.0
2373,0.0
2374,0.0
2375,2.0
2376,0.0
2377,2.0
2378,1.0
2379,1.0
2380,2.0
2381,3.0
2382,0.0
2383,0.0
2384,4.0
2385,0.0
2386,0.0
2387,1.0
2388,0.0
2389,0.0
2390,0.0
2391,0.0
2392,0.0
2393,1.0
2394,0.0
2395,0.0
2396,0.0
2397,2.0
2398,0.0
2399,0.0
2400,0.0
2401,0.0
2402,2.0
2403,0.0
2404,1.0
2405,0.0
2406,0.0
2407,0.0
2408,1.0
2409,0.0
2410,2.0
2411,0.0
2412,0.0
2413,3.0
2414,0.0
2415,0.0
2416,2.0
2417,3.0
2418,2.0
2419,1.0
2420,0.0
2421,1.0
2422,0.0
2423,1.0
2424,0.0
2425,1.0
2426,0.0
2427,4.0
2428,0.0
2429,0.0
2430,0.0
2431,0.0
2432,1.0
2433,0.0
2434,2.0
2435,0.0
2436,28.0
2437,0.0
2438,7.0
2439,0.0
2440,0.0
2441,4.0
2442,0.0
2443,11.0
2444,0.0
2445,0.0
2446,10.0
2447,3.0
2448,2.0
2449,1.0
2450,27.0
2451,3.0
2452,1.0
2453,2.0
2454,2.0
2455,0.0
2456,1.0
2457,0.0
2458,0.0
2459,4.0
2460,0.0
2461,1.0
2462,1.0
2463,0.0
2464,11.0
2465,2.0
2466,6.0
2467,2.0
2468,0.0
2469,0.0
2470,28.0
2471,23.0
2472,1.0
2473,21.0
2474,0.0
2475,1.0
2476,2.0
2477,0.0
2478,23.0
2479,23.0
2480,0.0
2481,0.0
2482,0.0
2483,0.0
2484,5.0
2485,10.0
2486,1.0
2487,0.0
2488,13.0
2489,1.0
2490,0.0
2491,0.0
2492,18.0
2493,2.0
2494,0.0
2495,7.0
2496,13.0
2497,0.0
2498,22.0
2499,1.0
2500,0.0
2501,1.0
2502,19.0
2503,2.0
2504,23.0
2505,1.0
2506,42.0
2507,27.0
2508,23.0
2509,5.0
2510,5.0
2511,20.0
2512,21.0
2513,4.0
2514,1.0
2515,26.0
2516,22.0
2517,1.0
2518,26.0
2519,17.0
2520,0.0
2521,5.0
2522,0.0
2523,9.0
2524,0.0
2525,0.0
2526,2.0
2527,27.0
2528,3.0
2529,3.0
2530,0.0
2531,21.0
2532,2.0
2533,1.0
2534,23.0
2535,21.0
2536,12.0
2537,10.0
2538,0.0
2539,3.0
2540,1.0
2541,6.0
2542,2.0
2543,3.0
2544,13.0
2545,9.0
2546,7.0
2547,3.0
2548,1.0
2549,0.0
2550,19.0
2551,8.0
2552,1.0
2553,0.0
2554,44.0
2555,19.0
2556,23.0
2557,0.0
2558,28.0
2559,0.0
2560,31.0
2561,3.0
2562,12.0
2563,3.0
2564,2.0
2565,2.0
2566,22.0
2567,4.0
2568,0.0
2569,2.0
2570,16.0
2571,5.0
2572,2.0
2573,12.0
2574,2.0
2575,4.0
2576,25.0
2577,2.0
2578,10.0
2579,20.0
2580,20.0
2581,4.0
2582,27.0
2583,8.0
2584,2.0
2585,11.0
2586,34.0
2587,39.0
2588,3.0
2589,32.0
2590,4.0
2591,21.0
2592,5.0
2593,29.0
2594,7.0
2595,21.0
2596,12.0
2597,25.0
2598,17.0
2599,15.0
2600,0.0
2601,24.0
2602,12.0
2603,2.0
2604,20.0
2605,2.0
2606,13.0
2607,21.0
2608,27.0
2609,37.0
2610,3.0
2611,11.0
2612,16.0
2613,28.0
2614,6.0
2615,18.0
2616,13.0
2617,1.0
2618,17.0
2619,8.0
2620,1.0
2621,7.0
2622,1.0
2623,0.0
2624,18.0
2625,17.0
2626,0.0
2627,17.0
2628,20.0
2629,0.0
2630,27.0
2631,10.0
2632,2.0
2633,28.0
2634,8.0
2635,4.0
2636,19.0
2637,18.0
2638,1.0
2639,0.0
2640,32.0
2641,10.0
2642,5.0
2643,17.0
2644,27.0
2645,24.0
2646,3.0
2647,8.0
2648,0.0
2649,0.0
2650,5.0
2651,1.0
2652,7.0
2653,24.0
2654,20.0
2655,0.0
2656,22.0
2657,0.0
2658,8.0
2659,25.0
2660,28.0
2661,34.0
2662,7.0
2663,29.0
2664,2.0
2665,24.0
2666,1.0
2667,4.0
2668,1.0
2669,29.0
2670,3.0
2671,0.0
2672,19.0
2673,28.0
2674,9.0
2675,30.0
2676,12.0
2677,9.0
2678,7.0
2679,3.0
2680,20.0
2681,4.0
2682,12.0
2683,39.0
2684,15.0
2685,22.0
2686,0.0
2687,12.0
2688,7.0
2689,2.0
2690,20.0
2691,0.0
2692,24.0
2693,11.0
2694,3.0
2695,5.0
2696,0.0
2697,14.0
2698,23.0
2699,33.0
2700,2.0
2701,4.0
2702,3.0
2703,20.0
2704,26.0
2705,1.0
2706,1.0
2707,26.0
2708,16.0
2709,24.0
2710,1.0
2711,5.0
2712,4.0
2713,22.0
2714,15.0
2715,30.0
2716,1.0
2717,20.0
2718,18.0
2719,8.0
2720,2.0
2721,1.0
2722,9.0
2723,34.0
2724,1.0
2725,21.0
2726,3.0
2727,2.0
2728,17.0
2729,6.0
2730,24.0
2731,14.0
2732,12.0
2733,19.0
2734,11.0
2735,4.0
2736,1.0
2737,39.0
2738,35.0
2739,0.0
2740,13.0
2741,5.0
2742,5.0
2743,27.0
2744,0.0
2745,21.0
2746,26.0
2747,2.0
2748,3.0
2749,0.0
2750,4.0
2751,12.0
2752,3.0
2753,38.0
2754,0.0
2755,22.0
2756,11.0
2757,1.0
2758,6.0
2759,4.0
2760,31.0
2761,10.0
2762,15.0
2763,4.0
2764,0.0
2765,20.0
2766,13.0
2767,10.0
2768,0.0
2769,2.0
2770,1.0
2771,20.0
2772,18.0
2773,32.0
2774,12.0
2775,45.0
2776,15.0
2777,5.0
2778,32.0
2779,5.0
2780,16.0
2781,1.0
2782,3.0
2783,26.0
2784,51.0
2785,13.0
2786,10.0
2787,2.0
2788,5.0
2789,6.0
2790,65.0
2791,0.0
2792,20.0
2793,1.0
2794,20.0
2795,34.0
2796,15.0
2797,0.0
2798,6.0
2799,3.0
2800,22.0
2801,0.0
2802,27.0
2803,0.0
2804,20.0
2805,2.0
2806,0.0
2807,1.0
2808,3.0
2809,0.0
2810,18.0
2811,35.0
2812,6.0
2813,17.0
2814,6.0
2815,28.0
2816,20.0
2817,18.0
2818,18.0
2819,2.0
2820,26.0
2821,1.0
2822,32.0
2823,2.0
2824,22.0
2825,13.0
2826,6.0
2827,3.0
2828,1.0
2829,21.0
2830,0.0
2831,11.0
2832,22.0
2833,23.0
2834,0.0
2835,15.0
2836,26.0
2837,39.0
2838,24.0
2839,4.0
2840,51.0
2841,10.0
2842,19.0
2843,15.0
2844,5.0
2845,1.0
2846,7.0
2847,4.0
2848,14.0
2849,27.0
2850,4.0
2851,14.0
2852,14.0
2853,20.0
2854,20.0
2855,15.0
2856,27.0
2857,30.0
2858,1.0
2859,16.0
2860,45.0
2861,0.0
2862,1.0
2863,3.0
2864,14.0
2865,7.0
2866,4.0
2867,12.0
2868,33.0
2869,0.0
2870,5.0
2871,38.0
2872,1.0
2873,1.0
2874,39.0
2875,0.0
2876,16.0
2877,11.0
2878,5.0
2879,2.0
2880,24.0
2881,2.0
2882,9.0
2883,6.0
2884,36.0
2885,9.0
2886,29.0
2887,1.0
2888,6.0
2889,33.0
2890,13.0
2891,31.0
2892,10.0
2893,12.0
2894,0.0
2895,3.0
2896,33.0
2897,16.0
2898,103.0
2899,12.0
2900,21.0
2901,0.0
2902,8.0
2903,19.0
2904,4.0
2905,1.0
2906,24.0
2907,9.0
2908,40.0
2909,1.0
2910,0.0
2911,1.0
2912,17.0
2913,40.0
2914,27.0
2915,3.0
2916,0.0
2917,4.0
2918,15.0
2919,23.0
2920,8.0
2921,12.0
2922,22.0
2923,3.0
2924,4.0
2925,0.0
2926,34.0
2927,1.0
2928,6.0
2929,1.0
2930,23.0
2931,4.0
2932,35.0
2933,32.0
2934,27.0
2935,8.0
2936,29.0
2937,40.0
2938,5.0
2939,31.0
2940,21.0
2941,18.0
2942,30.0
2943,8.0
2944,3.0
2945,3.0
2946,5.0
2947,2.0
2948,6.0
2949,23.0
2950,12.0
2951,10.0
2952,61.0
2953,31.0
2954,21.0
2955,4.0
2956,34.0
2957,3.0
2958,1.0
2959,4.0
2960,52.0
2961,26.0
2962,3.0
2963,3.0
2964,53.0
2965,2.0
2966,19.0
2967,13.0
2968,14.0
2969,11.0
2970,4.0
2971,25.0
2972,2.0
2973,30.0
2974,2.0
2975,10.0
2976,39.0
2977,1.0
2978,0.0
2979,16.0
2980,1.0
2981,22.0
2982,2.0
2983,0.0
2984,7.0
2985,32.0
2986,0.0
2987,4.0
2988,77.0
2989,21.0
2990,2.0
2991,4.0
2992,4.0
2993,18.0
2994,3.0
2995,50.0
2996,22.0
2997,25.0
2998,20.0
2999,45.0
3000,1.0
3001,41.0
3002,59.0
3003,31.0
3004,14.0
3005,0.0
3006,40.0
3007,51.0
3008,34.0
3009,11.0
3010,0.0
3011,37.0
3012,2.0
3013,36.0
3014,50.0
3015,11.0
3016,12.0
3017,0.0
3018,0.0
3019,37.0
3020,0.0
3021,33.0
3022,0.0
3023,9.0
3024,0.0
3025,18.0
3026,48.0
3027,12.0
3028,26.0
3029,4.0
3030,17.0
3031,2.0
3032,27.0
3033,7.0
3034,16.0
3035,22.0
3036,2.0
3037,1.0
3038,0.0
3039,24.0
3040,3.0
3041,0.0
3042,1.0
3043,1.0
3044,0.0
3045,54.0
3046,0.0
3047,18.0
3048,0.0
3049,0.0
3050,13.0
3051,1.0
3052,13.0
3053,1.0
3054,7.0
3055,5.0
3056,53.0
3057,38.0
3058,22.0
3059,4.0
3060,4.0
3061,13.0
3062,19.0
3063,0.0
3064,29.0
3065,2.0
3066,0.0
3067,5.0
3068,3.0
3069,3.0
3070,41.0
3071,5.0
3072,34.0
3073,2.0
3074,11.0
3075,30.0
3076,4.0
3077,0.0
3078,50.0
3079,0.0
3080,34.0
3081,0.0
3082,31.0
3083,15.0
3084,4.0
3085,37.0
3086,1.0
3087,6.0
3088,28.0
3089,7.0
3090,23.0
3091,2.0
3092,5.0
3093,2.0
3094,52.0
3095,2.0
3096,55.0
3097,14.0
3098,35.0
3099,23.0
3100,0.0
3101,2.0
3102,14.0
3103,0.0
3104,33.0
3105,1.0
3106,0.0
3107,10.0
3108,0.0
3109,10.0
3110,1.0
3111,21.0
3112,2.0
3113,17.0
3114,28.0
3115,24.0
3116,3.0
3117,16.0
3118,15.0
3119,6.0
3120,1.0
3121,21.0
3122,1.0
3123,1.0
3124,36.0
3125,26.0
3126,16.0
3127,13.0
3128,17.0
3129,22.0
3130,10.0
3131,25.0
3132,2.0
3133,3.0
3134,5.0
3135,1.0
3136,4.0
3137,8.0
3138,49.0
3139,4.0
3140,16.0
3141,5.0
3142,10.0
3143,20.0
3144,28.0
3145,4.0
3146,15.0
3147,22.0
3148,20.0
3149,6.0
3150,22.0
3151,47.0
3152,9.0
3153,14.0
3154,2.0
3155,1.0
3156,4.0
3157,18.0
3158,4.0
3159,0.0
3160,17.0
3161,7.0
3162,8.0
3163,2.0
3164,1.0
3165,8.0
3166,2.0
3167,41.0
3168,9.0
3169,19.0
3170,40.0
3171,1.0
3172,8.0
3173,11.0
3174,5.0
3175,62.0
3176,3.0
3177,60.0
3178,17.0
3179,0.0
3180,0.0
3181,2.0
3182,4.0
3183,0.0
3184,1.0
3185,2.0
3186,1.0
3187,17.0
3188,12.0
3189,13.0
3190,0.0
3191,0.0
3192,14.0
3193,3.0
3194,0.0
3195,2.0
3196,41.0
3197,0.0
3198,2.0
3199,43.0
3200,0.0
3201,0.0
3202,14.0
3203,8.0
3204,1.0
3205,23.0
3206,23.0
3207,27.0
3208,0.0
3209,1.0
3210,6.0
3211,18.0
3212,29.0
3213,18.0
3214,4.0
3215,0.0
3216,26.0
3217,0.0
3218,1.0
3219,2.0
3220,2.0
3221,0.0
3222,1.0
3223,23.0
3224,27.0
3225,1.0
3226,4.0
3227,26.0
3228,14.0
3229,1.0
3230,10.0
3231,5.0
3232,3.0
3233,24.0
3234,3.0
3235,4.0
3236,2.0
3237,1.0
3238,4.0
3239,0.0
3240,1.0
3241,15.0
3242,1.0
3243,4.0
3244,10.0
3245,13.0
3246,3.0
3247,51.0
3248,2.0
3249,20.0
3250,14.0
3251,2.0
3252,2.0
3253,4.0
3254,45.0
3255,0.0
3256,1.0
3257,2.0
3258,0.0
3259,32.0
3260,3.0
3261,5.0
3262,1.0
3263,6.0
3264,2.0
3265,7.0
3266,9.0
3267,0.0
3268,2.0
3269,15.0
3270,14.0
3271,19.0
3272,22.0
3273,12.0
3274,2.0
3275,0.0
3276,16.0
3277,1.0
3278,0.0
3279,10.0
3280,5.0
3281,6.0
3282,30.0
3283,1.0
3284,25.0
3285,16.0
3286,11.0
3287,1.0
3288,17.0
3289,20.0
3290,16.0
3291,25.0
3292,17.0
3293,11.0
3294,43.0
3295,0.0
3296,0.0
3297,26.0
3298,2.0
3299,34.0
3300,3.0
3301,0.0
3302,6.0
3303,25.0
3304,21.0
3305,2.0
3306,0.0
3307,3.0
3308,37.0
3309,25.0
3310,21.0
3311,2.0
3312,19.0
3313,5.0
3314,32.0
3315,29.0
3316,44.0
3317,0.0
3318,10.0
3319,23.0
3320,11.0
3321,35.0
3322,24.0
3323,1.0
3324,9.0
3325,16.0
3326,2.0
3327,2.0
3328,45.0
3329,28.0
3330,4.0
3331,15.0
3332,18.0
3333,23.0
3334,4.0
3335,19.0
3336,2.0
3337,17.0
3338,26.0
3339,2.0
3340,1.0
3341,10.0
3342,3.0
3343,36.0
3344,12.0
3345,3.0
3346,22.0
3347,23.0
3348,14.0
3349,17.0
3350,24.0
3351,49.0
3352,8.0
3353,24.0
3354,5.0
3355,31.0
3356,0.0
3357,5.0
3358,1.0
3359,2.0
3360,45.0
3361,2.0
3362,0.0
3363,4.0
3364,17.0
3365,2.0
3366,0.0
3367,11.0
3368,12.0
3369,7.0
3370,29.0
3371,0.0
3372,21.0
3373,1.0
3374,42.0
3375,23.0
3376,19.0
3377,41.0
3378,17.0
3379,41.0
3380,20.0
3381,1.0
3382,0.0
3383,0.0
3384,44.0
3385,12.0
3386,2.0
3387,2.0
3388,44.0
3389,1.0
3390,30.0
3391,27.0
3392,0.0
3393,22.0
3394,18.0
3395,6.0
3396,4.0
3397,4.0
3398,5.0
3399,76.0
3400,2.0
3401,4.0
3402,0.0
3403,18.0
3404,34.0
3405,0.0
3406,9.0
3407,9.0
3408,44.0
3409,0.0
3410,73.0
3411,19.0
3412,1.0
3413,61.0
3414,8.0
3415,2.0
3416,9.0
3417,0.0
3418,7.0
3419,22.0
3420,5.0
3421,0.0
3422,37.0
3423,6.0
3424,22.0
3425,0.0
3426,9.0
3427,13.0
3428,3.0
3429,13.0
3430,16.0
3431,29.0
3432,6.0
3433,20.0
3434,0.0
3435,0.0
3436,40.0
3437,48.0
3438,2.0
3439,11.0
3440,1.0
3441,43.0
3442,9.0
3443,38.0
3444,0.0
3445,0.0
3446,4.0
3447,15.0
3448,1.0
3449,29.0
3450,63.0
3451,0.0
3452,0.0
3453,3.0
3454,20.0
3455,1.0
3456,27.0
3457,8.0
3458,99.0
3459,31.0
3460,4.0
3461,5.0
3462,34.0
3463,23.0
3464,1.0
3465,41.0
3466,25.0
3467,24.0
3468,0.0
3469,0.0
3470,2.0
3471,0.0
3472,24.0
3473,30.0
3474,5.0
3475,6.0
3476,18.0
3477,1.0
3478,29.0
3479,13.0
3480,10.0
3481,0.0
3482,14.0
3483,50.0
3484,2.0
3485,2.0
3486,1.0
3487,26.0
3488,0.0
3489,8.0
3490,11.0
3491,0.0
3492,0.0
3493,19.0
3494,0.0
3495,19.0
3496,4.0
3497,3.0
3498,27.0
3499,11.0
3500,46.0
3501,0.0
3502,5.0
3503,2.0
3504,0.0
3505,18.0
3506,2.0
3507,6.0
3508,44.0
3509,29.0
3510,0.0
3511,7.0
3512,2.0
3513,43.0
3514,27.0
3515,15.0
3516,9.0
3517,0.0
3518,7.0
3519,1.0
3520,27.0
3521,0.0
3522,30.0
3523,26.0
3524,6.0
3525,0.0
3526,34.0
3527,14.0
3528,56.0
3529,0.0
3530,0.0
3531,60.0
3532,11.0
3533,2.0
3534,27.0
3535,38.0
3536,13.0
3537,4.0
3538,11.0
3539,14.0
3540,28.0
3541,2.0
3542,2.0
3543,9.0
3544,4.0
3545,14.0
3546,22.0
3547,14.0
3548,3.0
3549,6.0
3550,15.0
3551,1.0
3552,15.0
3553,13.0
3554,5.0
3555,0.0
3556,2.0
3557,30.0
3558,1.0
3559,1.0
3560,4.0
3561,22.0
3562,0.0
3563,6.0
3564,26.0
3565,28.0
3566,0.0
3567,2.0
3568,1.0
3569,4.0
3570,49.0
3571,4.0
3572,24.0
3573,4.0
3574,25.0
3575,1.0
3576,0.0
3577,0.0
3578,25.0
3579,10.0
3580,5.0
3581,2.0
3582,35.0
3583,0.0
3584,7.0
3585,11.0
3586,2.0
3587,36.0
3588,2.0
3589,7.0
3590,22.0
3591,0.0
3592,0.0
3593,0.0
3594,36.0
3595,38.0
3596,0.0
3597,0.0
3598,7.0
3599,3.0
3600,21.0
3601,23.0
3602,14.0
3603,0.0
3604,63.0
3605,9.0
3606,54.0
3607,9.0
3608,15.0
3609,20.0
3610,11.0
3611,3.0
3612,45.0
3613,29.0
3614,0.0
3615,5.0
3616,9.0
3617,10.0
3618,5.0
3619,20.0
3620,16.0
3621,1.0
3622,16.0
3623,0.0
3624,1.0
3625,3.0
3626,18.0
3627,0.0
3628,41.0
3629,0.0
3630,61.0
3631,2.0
3632,3.0
3633,44.0
3634,5.0
3635,12.0
3636,7.0
3637,1.0
3638,6.0
3639,4.0
3640,6.0
3641,31.0
3642,9.0
3643,7.0
3644,84.0
3645,8.0
3646,1.0
3647,20.0
3648,3.0
3649,22.0
3650,12.0
3651,3.0
3652,18.0
3653,10.0
3654,2.0
3655,5.0
3656,15.0
3657,20.0
3658,34.0
3659,12.0
3660,2.0
3661,4.0
3662,29.0
3663,38.0
3664,7.0
3665,1.0
3666,43.0
3667,28.0
3668,11.0
3669,0.0
3670,36.0
3671,11.0
3672,15.0
3673,3.0
3674,6.0
3675,1.0
3676,0.0
3677,0.0
3678,11.0
3679,38.0
3680,57.0
3681,0.0
3682,17.0
3683,25.0
3684,11.0
3685,9.0
3686,29.0
3687,20.0
3688,7.0
3689,43.0
3690,1.0
3691,2.0
3692,6.0
3693,0.0
3694,8.0
3695,3.0
3696,75.0
3697,19.0
3698,43.0
3699,3.0
3700,10.0
3701,1.0
3702,22.0
3703,23.0
3704,4.0
3705,29.0
3706,18.0
3707,3.0
3708,13.0
3709,9.0
3710,42.0
3711,47.0
3712,2.0
3713,67.0
3714,10.0
3715,3.0
3716,12.0
3717,19.0
3718,52.0
3719,2.0
3720,24.0
3721,16.0
3722,17.0
3723,14.0
3724,9.0
3725,27.0
3726,3.0
3727,18.0
3728,12.0
3729,6.0
3730,5.0
3731,0.0
3732,17.0
3733,1.0
3734,26.0
3735,1.0
3736,4.0
3737,4.0
3738,0.0
3739,14.0
3740,0.0
3741,29.0
3742,3.0
3743,13.0
3744,26.0
3745,0.0
3746,0.0
3747,24.0
3748,0.0
3749,1.0
3750,34.0
3751,29.0
3752,0.0
3753,27.0
3754,16.0
3755,6.0
3756,2.0
3757,1.0
3758,22.0
3759,2.0
3760,14.0
3761,2.0
3762,83.0
3763,1.0
3764,0.0
3765,14.0
3766,1.0
3767,1.0
3768,3.0
3769,16.0
3770,5.0
3771,21.0
3772,4.0
3773,3.0
3774,24.0
3775,12.0
3776,6.0
3777,3.0
3778,3.0
3779,31.0
3780,20.0
3781,14.0
3782,0.0
3783,32.0
3784,3.0
3785,0.0
3786,1.0
3787,11.0
3788,2.0
3789,8.0
3790,21.0
3791,1.0
3792,6.0
3793,5.0
3794,16.0
3795,22.0
3796,7.0
3797,20.0
3798,0.0
3799,17.0
3800,3.0
3801,18.0
3802,1.0
3803,1.0
3804,0.0
3805,0.0
3806,0.0
3807,1.0
3808,4.0
3809,1.0
3810,2.0
3811,2.0
3812,28.0
3813,24.0
3814,24.0
3815,35.0
3816,30.0
3817,2.0
3818,20.0
3819,0.0
3820,6.0
3821,15.0
3822,16.0
3823,1.0
3824,1.0
3825,4.0
3826,1.0
3827,25.0
3828,2.0
3829,3.0
3830,30.0
3831,2.0
3832,43.0
3833,33.0
3834,1.0
3835,13.0
3836,5.0
3837,28.0
3838,30.0
3839,13.0
3840,36.0
3841,10.0
3842,6.0
3843,2.0
3844,9.0
3845,2.0
3846,32.0
3847,2.0
3848,0.0
3849,11.0
3850,1.0
3851,0.0
3852,0.0
3853,9.0
3854,6.0
3855,19.0
3856,3.0
3857,39.0
3858,2.0
3859,2.0
3860,30.0
3861,5.0
3862,20.0
3863,32.0
3864,60.0
3865,2.0
3866,27.0
3867,0.0
3868,2.0
3869,5.0
3870,4.0
3871,0.0
3872,15.0
3873,18.0
3874,20.0
3875,0.0
3876,16.0
3877,6.0
3878,23.0
3879,2.0
3880,14.0
3881,42.0
3882,19.0
3883,30.0
3884,12.0
3885,1.0
3886,12.0
3887,12.0
3888,8.0
3889,3.0
3890,20.0
3891,1.0
3892,8.0
3893,1.0
3894,18.0
3895,19.0
3896,30.0
3897,17.0
3898,24.0
3899,1.0
3900,62.0
3901,0.0
3902,3.0
3903,5.0
3904,18.0
3905,22.0
3906,0.0
3907,7.0
3908,5.0
3909,14.0
3910,32.0
3911,7.0
3912,45.0
3913,43.0
3914,0.0
3915,14.0
3916,3.0
3917,12.0
3918,0.0
3919,38.0
3920,0.0
3921,0.0
3922,2.0
3923,10.0
3924,19.0
3925,48.0
3926,19.0
3927,0.0
3928,57.0
3929,1.0
3930,23.0
3931,33.0
3932,10.0
3933,14.0
3934,10.0
3935,3.0
3936,3.0
3937,31.0
3938,27.0
3939,0.0
3940,1.0
3941,6.0
3942,2.0
3943,0.0
3944,0.0
3945,3.0
3946,41.0
3947,2.0
3948,23.0
3949,0.0
3950,18.0
3951,8.0
3952,23.0
3953,3.0
3954,21.0
3955,10.0
3956,44.0
3957,1.0
3958,2.0
3959,3.0
3960,5.0
3961,0.0
3962,1.0
3963,2.0
3964,5.0
3965,6.0
3966,4.0
3967,14.0
3968,23.0
3969,0.0
3970,58.0
3971,1.0
3972,29.0
3973,3.0
3974,25.0
3975,14.0
3976,14.0
3977,26.0
3978,24.0
3979,19.0
3980,21.0
3981,1.0
3982,8.0
3983,37.0
3984,21.0
3985,20.0
3986,14.0
3987,17.0
3988,9.0
3989,36.0
3990,58.0
3991,0.0
3992,42.0
3993,36.0
3994,17.0
3995,2.0
3996,25.0
3997,8.0
3998,39.0
3999,45.0
4000,2.0
4001,1.0
4002,5.0
4003,0.0
4004,21.0
4005,13.0
4006,20.0
4007,3.0
4008,9.0
4009,1.0
4010,16.0
4011,3.0
4012,0.0
4013,15.0
4014,15.0
4015,25.0
4016,20.0
4017,0.0
4018,0.0
4019,11.0
4020,42.0
4021,32.0
4022,25.0
4023,0.0
4024,2.0
4025,2.0
4026,1.0
4027,0.0
4028,15.0
4029,0.0
4030,1.0
4031,10.0
4032,21.0
4033,0.0
4034,0.0
4035,0.0
4036,24.0
4037,56.0
4038,8.0
4039,1.0
4040,23.0
4041,31.0
4042,19.0
4043,2.0
4044,2.0
4045,16.0
4046,5.0
4047,37.0
4048,38.0
4049,18.0
4050,8.0
4051,20.0
4052,54.0
4053,13.0
4054,15.0
4055,16.0
4056,20.0
4057,4.0
4058,1.0
4059,35.0
4060,20.0
4061,4.0
4062,19.0
4063,22.0
4064,0.0
4065,11.0
4066,0.0
4067,40.0
4068,9.0
4069,16.0
4070,14.0
4071,3.0
4072,14.0
4073,13.0
4074,3.0
4075,43.0
4076,8.0
4077,33.0
4078,1.0
4079,12.0
4080,2.0
4081,25.0
4082,23.0
4083,15.0
4084,3.0
4085,2.0
4086,15.0
4087,27.0
4088,16.0
4089,25.0
4090,10.0
4091,16.0
4092,5.0
4093,26.0
4094,35.0
4095,0.0
4096,10.0
4097,28.0
4098,16.0
4099,2.0
4100,0.0
4101,15.0
4102,39.0
4103,8.0
4104,22.0
4105,7.0
4106,15.0
4107,29.0
4108,35.0
4109,22.0
4110,18.0
4111,13.0
4112,0.0
4113,24.0
4114,5.0
4115,36.0
4116,4.0
4117,6.0
4118,0.0
4119,8.0
4120,20.0
4121,2.0
4122,12.0
4123,7.0
4124,16.0
4125,4.0
4126,17.0
4127,28.0
4128,30.0
4129,1.0
4130,9.0
4131,0.0
4132,20.0
4133,1.0
4134,0.0
4135,3.0
