,Slc17a7
2135,73.0
2136,1.0
2137,14.0
2138,15.0
2139,84.0
2140,18.0
2141,4.0
2142,68.0
2143,11.0
2144,99.0
2145,16.0
2146,54.0
2147,118.0
2148,0.0
2149,0.0
2150,46.0
2151,37.0
2152,2.0
2153,44.0
2154,5.0
2155,39.0
2156,156.0
2157,16.0
2158,4.0
2159,7.0
2160,10.0
2161,54.0
2162,41.0
2163,108.0
2164,54.0
2165,1.0
2166,7.0
2167,1.0
2168,92.0
2169,24.0
2170,107.0
2171,76.0
2172,72.0
2173,153.0
2174,90.0
2175,82.0
2176,3.0
2177,10.0
2178,103.0
2179,29.0
2180,28.0
2181,85.0
2182,92.0
2183,86.0
2184,13.0
2185,31.0
2186,40.0
2187,13.0
2188,15.0
2189,40.0
2190,13.0
2191,4.0
2192,5.0
2193,100.0
2194,12.0
2195,1.0
2196,3.0
2197,0.0
2198,70.0
2199,63.0
2200,51.0
2201,52.0
2202,18.0
2203,110.0
2204,86.0
2205,61.0
2206,77.0
2207,62.0
2208,46.0
2209,110.0
2210,1.0
2211,7.0
2212,1.0
2213,2.0
2214,52.0
2215,9.0
2216,61.0
2217,10.0
2218,0.0
2219,0.0
2220,103.0
2221,7.0
2222,124.0
2223,13.0
2224,16.0
2225,9.0
2226,40.0
2227,30.0
2228,99.0
2229,7.0
2230,6.0
2231,62.0
2232,86.0
2233,115.0
2234,3.0
2235,92.0
2236,42.0
2237,51.0
2238,45.0
2239,73.0
2240,10.0
2241,0.0
2242,21.0
2243,113.0
2244,33.0
2245,46.0
2246,2.0
2247,37.0
2248,22.0
2249,90.0
2250,31.0
2251,64.0
2252,70.0
2253,108.0
2254,38.0
2255,68.0
2256,62.0
2257,13.0
2258,5.0
2259,55.0
2260,52.0
2261,9.0
2262,44.0
2263,107.0
2264,1.0
2265,5.0
2266,3.0
2267,1.0
2268,12.0
2269,12.0
2270,27.0
2271,1.0
2272,106.0
2273,86.0
2274,4.0
2275,63.0
2276,36.0
2277,19.0
2278,3.0
2279,1.0
2280,0.0
2281,2.0
2282,9.0
2283,18.0
2284,87.0
2285,64.0
2286,0.0
2287,17.0
2288,8.0
2289,0.0
2290,37.0
2291,68.0
2292,1.0
2293,23.0
2294,1.0
2295,11.0
2296,4.0
2297,44.0
2298,55.0
2299,31.0
2300,1.0
2301,8.0
2302,19.0
2303,22.0
2304,83.0
2305,1.0
2306,73.0
2307,1.0
2308,43.0
2309,49.0
2310,7.0
2311,58.0
2312,4.0
2313,3.0
2314,40.0
2315,53.0
2316,57.0
2317,5.0
2318,2.0
2319,0.0
2320,40.0
2321,1.0
2322,61.0
2323,13.0
2324,8.0
2325,0.0
2326,13.0
2327,0.0
2328,0.0
2329,19.0
2330,3.0
2331,0.0
2332,4.0
2333,51.0
2334,20.0
2335,5.0
2336,2.0
2337,1.0
2338,16.0
2339,52.0
2340,14.0
2341,0.0
2342,82.0
2343,0.0
2344,58.0
2345,1.0
2346,0.0
2347,32.0
2348,2.0
2349,74.0
2350,1.0
2351,0.0
2352,0.0
2353,1.0
2354,2.0
2355,0.0
2356,0.0
2357,27.0
2358,1.0
2359,23.0
2360,1.0
2361,0.0
2362,29.0
2363,0.0
2364,0.0
2365,24.0
2366,0.0
2367,1.0
2368,0.0
2369,1.0
2370,29.0
2371,56.0
2372,4.0
2373,1.0
2374,0.0
2375,1.0
2376,0.0
2377,0.0
2378,0.0
2379,1.0
2380,0.0
2381,13.0
2382,0.0
2383,0.0
2384,0.0
2385,1.0
2386,1.0
2387,0.0
2388,1.0
2389,3.0
2390,0.0
2391,2.0
2392,0.0
2393,0.0
2394,0.0
2395,0.0
2396,0.0
2397,0.0
2398,0.0
2399,0.0
2400,1.0
2401,0.0
2402,0.0
2403,0.0
2404,0.0
2405,1.0
2406,0.0
2407,0.0
2408,0.0
2409,0.0
2410,1.0
2411,0.0
2412,0.0
2413,0.0
2414,0.0
2415,1.0
2416,0.0
2417,0.0
2418,0.0
2419,0.0
2420,5.0
2421,3.0
2422,0.0
2423,0.0
2424,0.0
2425,1.0
2426,0.0
2427,0.0
2428,0.0
2429,0.0
2430,0.0
2431,1.0
2432,1.0
2433,0.0
2434,1.0
2435,0.0
2436,35.0
2437,1.0
2438,16.0
2439,3.0
2440,1.0
2441,1.0
2442,1.0
2443,12.0
2444,2.0
2445,0.0
2446,25.0
2447,0.0
2448,1.0
2449,2.0
2450,48.0
2451,1.0
2452,2.0
2453,1.0
2454,0.0
2455,0.0
2456,0.0
2457,5.0
2458,5.0
2459,10.0
2460,0.0
2461,0.0
2462,0.0
2463,1.0
2464,11.0
2465,20.0
2466,15.0
2467,2.0
2468,0.0
2469,0.0
2470,49.0
2471,48.0
2472,1.0
2473,24.0
2474,8.0
2475,4.0
2476,0.0
2477,1.0
2478,21.0
2479,53.0
2480,0.0
2481,0.0
2482,1.0
2483,1.0
2484,0.0
2485,22.0
2486,3.0
2487,1.0
2488,37.0
2489,4.0
2490,0.0
2491,0.0
2492,39.0
2493,5.0
2494,0.0
2495,21.0
2496,32.0
2497,0.0
2498,46.0
2499,0.0
2500,8.0
2501,0.0
2502,54.0
2503,3.0
2504,76.0
2505,0.0
2506,63.0
2507,45.0
2508,78.0
2509,25.0
2510,5.0
2511,43.0
2512,34.0
2513,16.0
2514,3.0
2515,55.0
2516,49.0
2517,5.0
2518,70.0
2519,66.0
2520,1.0
2521,4.0
2522,0.0
2523,19.0
2524,7.0
2525,1.0
2526,0.0
2527,71.0
2528,26.0
2529,1.0
2530,5.0
2531,54.0
2532,7.0
2533,1.0
2534,27.0
2535,41.0
2536,35.0
2537,23.0
2538,1.0
2539,12.0
2540,6.0
2541,3.0
2542,4.0
2543,3.0
2544,35.0
2545,58.0
2546,28.0
2547,9.0
2548,0.0
2549,0.0
2550,65.0
2551,9.0
2552,1.0
2553,2.0
2554,86.0
2555,80.0
2556,48.0
2557,0.0
2558,70.0
2559,11.0
2560,37.0
2561,0.0
2562,32.0
2563,9.0
2564,20.0
2565,8.0
2566,54.0
2567,1.0
2568,0.0
2569,12.0
2570,36.0
2571,13.0
2572,20.0
2573,16.0
2574,4.0
2575,1.0
2576,66.0
2577,0.0
2578,19.0
2579,42.0
2580,39.0
2581,4.0
2582,70.0
2583,13.0
2584,23.0
2585,60.0
2586,79.0
2587,116.0
2588,3.0
2589,86.0
2590,17.0
2591,57.0
2592,9.0
2593,75.0
2594,7.0
2595,53.0
2596,44.0
2597,75.0
2598,43.0
2599,42.0
2600,2.0
2601,47.0
2602,41.0
2603,8.0
2604,56.0
2605,12.0
2606,45.0
2607,70.0
2608,37.0
2609,97.0
2610,11.0
2611,29.0
2612,54.0
2613,77.0
2614,12.0
2615,41.0
2616,49.0
2617,4.0
2618,72.0
2619,35.0
2620,0.0
2621,29.0
2622,0.0
2623,3.0
2624,67.0
2625,70.0
2626,1.0
2627,28.0
2628,88.0
2629,5.0
2630,70.0
2631,40.0
2632,10.0
2633,53.0
2634,16.0
2635,9.0
2636,43.0
2637,63.0
2638,4.0
2639,1.0
2640,124.0
2641,16.0
2642,3.0
2643,83.0
2644,71.0
2645,100.0
2646,14.0
2647,36.0
2648,3.0
2649,3.0
2650,7.0
2651,4.0
2652,22.0
2653,114.0
2654,39.0
2655,4.0
2656,48.0
2657,1.0
2658,26.0
2659,43.0
2660,92.0
2661,88.0
2662,16.0
2663,70.0
2664,5.0
2665,77.0
2666,5.0
2667,6.0
2668,2.0
2669,83.0
2670,9.0
2671,0.0
2672,42.0
2673,73.0
2674,31.0
2675,97.0
2676,5.0
2677,40.0
2678,35.0
2679,2.0
2680,73.0
2681,15.0
2682,73.0
2683,63.0
2684,25.0
2685,21.0
2686,1.0
2687,21.0
2688,33.0
2689,7.0
2690,49.0
2691,1.0
2692,44.0
2693,28.0
2694,11.0
2695,19.0
2696,1.0
2697,19.0
2698,77.0
2699,29.0
2700,0.0
2701,10.0
2702,14.0
2703,21.0
2704,93.0
2705,0.0
2706,5.0
2707,81.0
2708,53.0
2709,49.0
2710,6.0
2711,7.0
2712,18.0
2713,48.0
2714,69.0
2715,112.0
2716,0.0
2717,61.0
2718,55.0
2719,13.0
2720,3.0
2721,6.0
2722,49.0
2723,75.0
2724,1.0
2725,70.0
2726,14.0
2727,6.0
2728,62.0
2729,15.0
2730,77.0
2731,26.0
2732,19.0
2733,31.0
2734,47.0
2735,9.0
2736,7.0
2737,111.0
2738,78.0
2739,4.0
2740,30.0
2741,3.0
2742,43.0
2743,72.0
2744,0.0
2745,76.0
2746,54.0
2747,0.0
2748,1.0
2749,15.0
2750,15.0
2751,48.0
2752,25.0
2753,82.0
2754,0.0
2755,63.0
2756,5.0
2757,0.0
2758,21.0
2759,17.0
2760,54.0
2761,22.0
2762,30.0
2763,16.0
2764,2.0
2765,52.0
2766,46.0
2767,25.0
2768,7.0
2769,11.0
2770,0.0
2771,53.0
2772,56.0
2773,115.0
2774,10.0
2775,77.0
2776,29.0
2777,17.0
2778,57.0
2779,19.0
2780,21.0
2781,8.0
2782,2.0
2783,83.0
2784,55.0
2785,49.0
2786,32.0
2787,8.0
2788,0.0
2789,14.0
2790,105.0
2791,1.0
2792,62.0
2793,0.0
2794,39.0
2795,100.0
2796,18.0
2797,0.0
2798,25.0
2799,21.0
2800,73.0
2801,2.0
2802,71.0
2803,3.0
2804,74.0
2805,3.0
2806,1.0
2807,1.0
2808,23.0
2809,0.0
2810,49.0
2811,93.0
2812,8.0
2813,45.0
2814,15.0
2815,103.0
2816,27.0
2817,47.0
2818,84.0
2819,7.0
2820,108.0
2821,2.0
2822,57.0
2823,10.0
2824,45.0
2825,23.0
2826,19.0
2827,7.0
2828,4.0
2829,43.0
2830,4.0
2831,55.0
2832,88.0
2833,46.0
2834,11.0
2835,65.0
2836,105.0
2837,65.0
2838,66.0
2839,10.0
2840,92.0
2841,15.0
2842,47.0
2843,71.0
2844,7.0
2845,5.0
2846,35.0
2847,35.0
2848,74.0
2849,32.0
2850,14.0
2851,115.0
2852,33.0
2853,37.0
2854,42.0
2855,50.0
2856,89.0
2857,57.0
2858,2.0
2859,24.0
2860,103.0
2861,0.0
2862,9.0
2863,13.0
2864,26.0
2865,19.0
2866,20.0
2867,28.0
2868,60.0
2869,0.0
2870,4.0
2871,69.0
2872,5.0
2873,1.0
2874,82.0
2875,0.0
2876,65.0
2877,27.0
2878,14.0
2879,14.0
2880,68.0
2881,7.0
2882,9.0
2883,33.0
2884,37.0
2885,61.0
2886,75.0
2887,3.0
2888,34.0
2889,86.0
2890,35.0
2891,75.0
2892,21.0
2893,17.0
2894,3.0
2895,0.0
2896,70.0
2897,51.0
2898,237.0
2899,27.0
2900,71.0
2901,1.0
2902,48.0
2903,26.0
2904,8.0
2905,6.0
2906,81.0
2907,0.0
2908,64.0
2909,5.0
2910,0.0
2911,6.0
2912,49.0
2913,85.0
2914,44.0
2915,4.0
2916,4.0
2917,0.0
2918,26.0
2919,29.0
2920,17.0
2921,4.0
2922,96.0
2923,10.0
2924,8.0
2925,1.0
2926,61.0
2927,11.0
2928,19.0
2929,2.0
2930,46.0
2931,0.0
2932,84.0
2933,125.0
2934,68.0
2935,16.0
2936,97.0
2937,71.0
2938,6.0
2939,84.0
2940,79.0
2941,20.0
2942,59.0
2943,29.0
2944,1.0
2945,13.0
2946,3.0
2947,3.0
2948,30.0
2949,46.0
2950,24.0
2951,17.0
2952,103.0
2953,48.0
2954,39.0
2955,25.0
2956,78.0
2957,21.0
2958,1.0
2959,8.0
2960,93.0
2961,89.0
2962,3.0
2963,0.0
2964,48.0
2965,7.0
2966,88.0
2967,34.0
2968,39.0
2969,25.0
2970,6.0
2971,91.0
2972,8.0
2973,50.0
2974,13.0
2975,22.0
2976,73.0
2977,10.0
2978,5.0
2979,34.0
2980,1.0
2981,75.0
2982,4.0
2983,1.0
2984,32.0
2985,93.0
2986,3.0
2987,2.0
2988,262.0
2989,76.0
2990,1.0
2991,4.0
2992,27.0
2993,11.0
2994,1.0
2995,130.0
2996,42.0
2997,62.0
2998,26.0
2999,193.0
3000,0.0
3001,58.0
3002,138.0
3003,166.0
3004,66.0
3005,2.0
3006,148.0
3007,145.0
3008,88.0
3009,28.0
3010,2.0
3011,70.0
3012,1.0
3013,66.0
3014,94.0
3015,24.0
3016,22.0
3017,0.0
3018,1.0
3019,72.0
3020,0.0
3021,57.0
3022,1.0
3023,22.0
3024,2.0
3025,38.0
3026,89.0
3027,30.0
3028,59.0
3029,1.0
3030,45.0
3031,1.0
3032,88.0
3033,19.0
3034,16.0
3035,50.0
3036,2.0
3037,2.0
3038,0.0
3039,76.0
3040,4.0
3041,1.0
3042,1.0
3043,7.0
3044,3.0
3045,88.0
3046,6.0
3047,58.0
3048,0.0
3049,0.0
3050,30.0
3051,0.0
3052,40.0
3053,2.0
3054,11.0
3055,0.0
3056,234.0
3057,83.0
3058,34.0
3059,8.0
3060,13.0
3061,17.0
3062,52.0
3063,1.0
3064,84.0
3065,4.0
3066,1.0
3067,4.0
3068,13.0
3069,20.0
3070,77.0
3071,20.0
3072,66.0
3073,1.0
3074,22.0
3075,61.0
3076,0.0
3077,0.0
3078,256.0
3079,0.0
3080,84.0
3081,20.0
3082,99.0
3083,19.0
3084,16.0
3085,120.0
3086,1.0
3087,11.0
3088,59.0
3089,42.0
3090,53.0
3091,2.0
3092,12.0
3093,2.0
3094,104.0
3095,1.0
3096,79.0
3097,24.0
3098,71.0
3099,34.0
3100,4.0
3101,23.0
3102,25.0
3103,4.0
3104,48.0
3105,5.0
3106,17.0
3107,32.0
3108,1.0
3109,35.0
3110,6.0
3111,38.0
3112,7.0
3113,43.0
3114,93.0
3115,24.0
3116,31.0
3117,104.0
3118,11.0
3119,9.0
3120,25.0
3121,26.0
3122,32.0
3123,17.0
3124,50.0
3125,93.0
3126,37.0
3127,29.0
3128,112.0
3129,53.0
3130,62.0
3131,106.0
3132,5.0
3133,1.0
3134,33.0
3135,1.0
3136,5.0
3137,5.0
3138,119.0
3139,27.0
3140,29.0
3141,22.0
3142,38.0
3143,54.0
3144,69.0
3145,10.0
3146,42.0
3147,33.0
3148,42.0
3149,58.0
3150,44.0
3151,146.0
3152,19.0
3153,34.0
3154,10.0
3155,0.0
3156,10.0
3157,29.0
3158,27.0
3159,0.0
3160,146.0
3161,34.0
3162,49.0
3163,15.0
3164,2.0
3165,21.0
3166,1.0
3167,62.0
3168,29.0
3169,33.0
3170,82.0
3171,0.0
3172,6.0
3173,47.0
3174,11.0
3175,163.0
3176,33.0
3177,143.0
3178,78.0
3179,10.0
3180,1.0
3181,1.0
3182,1.0
3183,0.0
3184,4.0
3185,12.0
3186,0.0
3187,50.0
3188,22.0
3189,40.0
3190,1.0
3191,1.0
3192,97.0
3193,27.0
3194,0.0
3195,13.0
3196,79.0
3197,1.0
3198,6.0
3199,102.0
3200,0.0
3201,0.0
3202,18.0
3203,36.0
3204,58.0
3205,71.0
3206,161.0
3207,75.0
3208,0.0
3209,2.0
3210,23.0
3211,107.0
3212,45.0
3213,34.0
3214,13.0
3215,4.0
3216,63.0
3217,0.0
3218,6.0
3219,0.0
3220,1.0
3221,1.0
3222,7.0
3223,48.0
3224,48.0
3225,0.0
3226,2.0
3227,79.0
3228,29.0
3229,0.0
3230,34.0
3231,14.0
3232,7.0
3233,102.0
3234,41.0
3235,0.0
3236,3.0
3237,14.0
3238,3.0
3239,0.0
3240,4.0
3241,24.0
3242,0.0
3243,1.0
3244,42.0
3245,16.0
3246,35.0
3247,109.0
3248,7.0
3249,103.0
3250,69.0
3251,13.0
3252,1.0
3253,78.0
3254,110.0
3255,7.0
3256,0.0
3257,11.0
3258,8.0
3259,93.0
3260,6.0
3261,14.0
3262,4.0
3263,20.0
3264,8.0
3265,57.0
3266,30.0
3267,1.0
3268,23.0
3269,86.0
3270,16.0
3271,66.0
3272,36.0
3273,57.0
3274,2.0
3275,6.0
3276,35.0
3277,0.0
3278,2.0
3279,81.0
3280,31.0
3281,2.0
3282,152.0
3283,5.0
3284,52.0
3285,101.0
3286,9.0
3287,2.0
3288,23.0
3289,123.0
3290,69.0
3291,73.0
3292,3.0
3293,43.0
3294,177.0
3295,1.0
3296,1.0
3297,72.0
3298,15.0
3299,53.0
3300,28.0
3301,1.0
3302,38.0
3303,23.0
3304,33.0
3305,1.0
3306,1.0
3307,54.0
3308,51.0
3309,79.0
3310,40.0
3311,9.0
3312,108.0
3313,10.0
3314,138.0
3315,85.0
3316,64.0
3317,0.0
3318,8.0
3319,60.0
3320,85.0
3321,134.0
3322,105.0
3323,7.0
3324,44.0
3325,106.0
3326,16.0
3327,3.0
3328,152.0
3329,30.0
3330,2.0
3331,63.0
3332,28.0
3333,130.0
3334,14.0
3335,61.0
3336,56.0
3337,31.0
3338,112.0
3339,17.0
3340,1.0
3341,14.0
3342,14.0
3343,90.0
3344,41.0
3345,2.0
3346,98.0
3347,109.0
3348,46.0
3349,87.0
3350,81.0
3351,120.0
3352,55.0
3353,39.0
3354,20.0
3355,53.0
3356,5.0
3357,5.0
3358,7.0
3359,8.0
3360,149.0
3361,0.0
3362,7.0
3363,5.0
3364,21.0
3365,18.0
3366,3.0
3367,28.0
3368,19.0
3369,32.0
3370,76.0
3371,5.0
3372,5.0
3373,5.0
3374,104.0
3375,110.0
3376,28.0
3377,67.0
3378,19.0
3379,74.0
3380,65.0
3381,0.0
3382,0.0
3383,3.0
3384,81.0
3385,29.0
3386,19.0
3387,9.0
3388,128.0
3389,2.0
3390,48.0
3391,57.0
3392,4.0
3393,27.0
3394,138.0
3395,48.0
3396,4.0
3397,25.0
3398,17.0
3399,169.0
3400,4.0
3401,12.0
3402,1.0
3403,108.0
3404,96.0
3405,0.0
3406,42.0
3407,43.0
3408,116.0
3409,2.0
3410,187.0
3411,21.0
3412,0.0
3413,146.0
3414,10.0
3415,0.0
3416,18.0
3417,3.0
3418,2.0
3419,77.0
3420,18.0
3421,11.0
3422,75.0
3423,3.0
3424,81.0
3425,0.0
3426,120.0
3427,93.0
3428,45.0
3429,19.0
3430,31.0
3431,47.0
3432,2.0
3433,39.0
3434,1.0
3435,1.0
3436,80.0
3437,156.0
3438,5.0
3439,26.0
3440,10.0
3441,86.0
3442,22.0
3443,156.0
3444,5.0
3445,0.0
3446,11.0
3447,38.0
3448,1.0
3449,49.0
3450,135.0
3451,1.0
3452,2.0
3453,19.0
3454,41.0
3455,30.0
3456,105.0
3457,21.0
3458,198.0
3459,106.0
3460,0.0
3461,6.0
3462,119.0
3463,28.0
3464,1.0
3465,119.0
3466,79.0
3467,41.0
3468,0.0
3469,3.0
3470,0.0
3471,1.0
3472,113.0
3473,69.0
3474,1.0
3475,27.0
3476,59.0
3477,4.0
3478,55.0
3479,24.0
3480,2.0
3481,0.0
3482,28.0
3483,122.0
3484,7.0
3485,14.0
3486,7.0
3487,36.0
3488,14.0
3489,35.0
3490,22.0
3491,1.0
3492,1.0
3493,35.0
3494,3.0
3495,81.0
3496,1.0
3497,10.0
3498,85.0
3499,20.0
3500,67.0
3501,5.0
3502,49.0
3503,14.0
3504,1.0
3505,23.0
3506,0.0
3507,2.0
3508,77.0
3509,52.0
3510,2.0
3511,5.0
3512,6.0
3513,81.0
3514,57.0
3515,23.0
3516,47.0
3517,6.0
3518,44.0
3519,7.0
3520,92.0
3521,3.0
3522,70.0
3523,79.0
3524,20.0
3525,0.0
3526,73.0
3527,35.0
3528,165.0
3529,2.0
3530,0.0
3531,152.0
3532,44.0
3533,5.0
3534,103.0
3535,70.0
3536,49.0
3537,0.0
3538,34.0
3539,57.0
3540,35.0
3541,8.0
3542,2.0
3543,29.0
3544,9.0
3545,92.0
3546,108.0
3547,30.0
3548,16.0
3549,13.0
3550,15.0
3551,36.0
3552,40.0
3553,47.0
3554,17.0
3555,20.0
3556,28.0
3557,56.0
3558,0.0
3559,2.0
3560,37.0
3561,22.0
3562,3.0
3563,14.0
3564,48.0
3565,42.0
3566,1.0
3567,4.0
3568,7.0
3569,3.0
3570,126.0
3571,25.0
3572,130.0
3573,5.0
3574,54.0
3575,5.0
3576,2.0
3577,2.0
3578,47.0
3579,60.0
3580,11.0
3581,3.0
3582,55.0
3583,0.0
3584,40.0
3585,51.0
3586,9.0
3587,124.0
3588,0.0
3589,7.0
3590,48.0
3591,4.0
3592,1.0
3593,4.0
3594,44.0
3595,76.0
3596,0.0
3597,7.0
3598,101.0
3599,1.0
3600,48.0
3601,88.0
3602,22.0
3603,1.0
3604,84.0
3605,17.0
3606,181.0
3607,39.0
3608,38.0
3609,86.0
3610,15.0
3611,15.0
3612,163.0
3613,71.0
3614,13.0
3615,18.0
3616,45.0
3617,14.0
3618,12.0
3619,78.0
3620,47.0
3621,7.0
3622,30.0
3623,20.0
3624,0.0
3625,0.0
3626,35.0
3627,14.0
3628,139.0
3629,0.0
3630,140.0
3631,3.0
3632,11.0
3633,147.0
3634,11.0
3635,30.0
3636,41.0
3637,17.0
3638,30.0
3639,46.0
3640,3.0
3641,52.0
3642,40.0
3643,19.0
3644,147.0
3645,34.0
3646,45.0
3647,83.0
3648,2.0
3649,34.0
3650,23.0
3651,0.0
3652,112.0
3653,94.0
3654,0.0
3655,6.0
3656,98.0
3657,32.0
3658,56.0
3659,76.0
3660,2.0
3661,33.0
3662,67.0
3663,155.0
3664,3.0
3665,0.0
3666,126.0
3667,60.0
3668,11.0
3669,5.0
3670,157.0
3671,18.0
3672,58.0
3673,0.0
3674,30.0
3675,11.0
3676,1.0
3677,1.0
3678,38.0
3679,51.0
3680,120.0
3681,3.0
3682,30.0
3683,32.0
3684,84.0
3685,50.0
3686,51.0
3687,39.0
3688,41.0
3689,91.0
3690,3.0
3691,2.0
3692,11.0
3693,1.0
3694,28.0
3695,78.0
3696,222.0
3697,16.0
3698,49.0
3699,9.0
3700,42.0
3701,6.0
3702,42.0
3703,39.0
3704,10.0
3705,51.0
3706,72.0
3707,14.0
3708,21.0
3709,5.0
3710,56.0
3711,62.0
3712,29.0
3713,216.0
3714,8.0
3715,35.0
3716,43.0
3717,68.0
3718,113.0
3719,1.0
3720,125.0
3721,29.0
3722,70.0
3723,30.0
3724,24.0
3725,108.0
3726,14.0
3727,64.0
3728,97.0
3729,35.0
3730,25.0
3731,1.0
3732,100.0
3733,11.0
3734,45.0
3735,1.0
3736,5.0
3737,2.0
3738,0.0
3739,76.0
3740,3.0
3741,29.0
3742,0.0
3743,21.0
3744,63.0
3745,1.0
3746,3.0
3747,68.0
3748,0.0
3749,5.0
3750,119.0
3751,52.0
3752,7.0
3753,70.0
3754,42.0
3755,37.0
3756,50.0
3757,12.0
3758,66.0
3759,0.0
3760,66.0
3761,8.0
3762,210.0
3763,0.0
3764,0.0
3765,73.0
3766,0.0
3767,2.0
3768,7.0
3769,27.0
3770,14.0
3771,92.0
3772,12.0
3773,21.0
3774,54.0
3775,9.0
3776,7.0
3777,1.0
3778,8.0
3779,55.0
3780,94.0
3781,33.0
3782,2.0
3783,49.0
3784,7.0
3785,23.0
3786,0.0
3787,36.0
3788,2.0
3789,14.0
3790,131.0
3791,0.0
3792,44.0
3793,0.0
3794,30.0
3795,46.0
3796,15.0
3797,59.0
3798,1.0
3799,47.0
3800,14.0
3801,33.0
3802,3.0
3803,9.0
3804,0.0
3805,0.0
3806,0.0
3807,11.0
3808,12.0
3809,11.0
3810,20.0
3811,7.0
3812,39.0
3813,37.0
3814,44.0
3815,48.0
3816,46.0
3817,10.0
3818,0.0
3819,5.0
3820,31.0
3821,101.0
3822,106.0
3823,4.0
3824,0.0
3825,11.0
3826,61.0
3827,96.0
3828,5.0
3829,44.0
3830,42.0
3831,1.0
3832,80.0
3833,99.0
3834,2.0
3835,52.0
3836,5.0
3837,56.0
3838,69.0
3839,24.0
3840,151.0
3841,8.0
3842,17.0
3843,1.0
3844,21.0
3845,12.0
3846,51.0
3847,1.0
3848,12.0
3849,60.0
3850,0.0
3851,5.0
3852,1.0
3853,39.0
3854,13.0
3855,92.0
3856,0.0
3857,86.0
3858,14.0
3859,18.0
3860,54.0
3861,11.0
3862,33.0
3863,49.0
3864,179.0
3865,2.0
3866,69.0
3867,2.0
3868,56.0
3869,23.0
3870,15.0
3871,1.0
3872,22.0
3873,100.0
3874,39.0
3875,11.0
3876,38.0
3877,7.0
3878,62.0
3879,4.0
3880,74.0
3881,102.0
3882,50.0
3883,132.0
3884,35.0
3885,2.0
3886,21.0
3887,28.0
3888,6.0
3889,2.0
3890,37.0
3891,0.0
3892,25.0
3893,5.0
3894,109.0
3895,35.0
3896,94.0
3897,40.0
3898,62.0
3899,1.0
3900,241.0
3901,5.0
3902,12.0
3903,17.0
3904,35.0
3905,61.0
3906,1.0
3907,85.0
3908,66.0
3909,83.0
3910,51.0
3911,7.0
3912,134.0
3913,56.0
3914,2.0
3915,34.0
3916,3.0
3917,74.0
3918,2.0
3919,194.0
3920,1.0
3921,2.0
3922,2.0
3923,59.0
3924,84.0
3925,80.0
3926,30.0
3927,1.0
3928,222.0
3929,6.0
3930,52.0
3931,82.0
3932,34.0
3933,18.0
3934,8.0
3935,10.0
3936,4.0
3937,113.0
3938,73.0
3939,0.0
3940,2.0
3941,48.0
3942,53.0
3943,4.0
3944,2.0
3945,43.0
3946,71.0
3947,6.0
3948,72.0
3949,0.0
3950,84.0
3951,56.0
3952,52.0
3953,54.0
3954,195.0
3955,46.0
3956,80.0
3957,0.0
3958,2.0
3959,5.0
3960,15.0
3961,2.0
3962,5.0
3963,1.0
3964,5.0
3965,26.0
3966,1.0
3967,25.0
3968,55.0
3969,2.0
3970,98.0
3971,6.0
3972,66.0
3973,0.0
3974,51.0
3975,40.0
3976,43.0
3977,48.0
3978,48.0
3979,65.0
3980,38.0
3981,0.0
3982,23.0
3983,75.0
3984,37.0
3985,41.0
3986,53.0
3987,72.0
3988,70.0
3989,96.0
3990,159.0
3991,5.0
3992,154.0
3993,79.0
3994,45.0
3995,12.0
3996,41.0
3997,44.0
3998,174.0
3999,128.0
4000,11.0
4001,49.0
4002,7.0
4003,2.0
4004,63.0
4005,18.0
4006,56.0
4007,0.0
4008,31.0
4009,0.0
4010,43.0
4011,3.0
4012,2.0
4013,51.0
4014,33.0
4015,24.0
4016,45.0
4017,0.0
4018,0.0
4019,74.0
4020,108.0
4021,72.0
4022,41.0
4023,2.0
4024,61.0
4025,15.0
4026,1.0
4027,4.0
4028,44.0
4029,0.0
4030,40.0
4031,3.0
4032,59.0
4033,2.0
4034,0.0
4035,4.0
4036,54.0
4037,80.0
4038,0.0
4039,10.0
4040,47.0
4041,137.0
4042,39.0
4043,0.0
4044,16.0
4045,42.0
4046,3.0
4047,92.0
4048,56.0
4049,34.0
4050,21.0
4051,28.0
4052,111.0
4053,31.0
4054,51.0
4055,44.0
4056,52.0
4057,19.0
4058,0.0
4059,79.0
4060,31.0
4061,20.0
4062,61.0
4063,41.0
4064,38.0
4065,28.0
4066,0.0
4067,74.0
4068,21.0
4069,46.0
4070,46.0
4071,18.0
4072,34.0
4073,48.0
4074,15.0
4075,100.0
4076,9.0
4077,65.0
4078,3.0
4079,44.0
4080,2.0
4081,63.0
4082,36.0
4083,26.0
4084,3.0
4085,3.0
4086,37.0
4087,84.0
4088,50.0
4089,78.0
4090,34.0
4091,13.0
4092,0.0
4093,76.0
4094,57.0
4095,0.0
4096,5.0
4097,98.0
4098,87.0
4099,15.0
4100,6.0
4101,49.0
4102,77.0
4103,9.0
4104,81.0
4105,28.0
4106,28.0
4107,39.0
4108,70.0
4109,79.0
4110,22.0
4111,52.0
4112,0.0
4113,51.0
4114,5.0
4115,53.0
4116,6.0
4117,1.0
4118,3.0
4119,13.0
4120,62.0
4121,2.0
4122,39.0
4123,30.0
4124,99.0
4125,1.0
4126,47.0
4127,52.0
4128,49.0
4129,0.0
4130,29.0
4131,0.0
4132,36.0
