,Cspg5
2137,14.0
2138,3.0
2139,3.0
2140,37.0
2141,3.0
2142,18.0
2143,4.0
2144,16.0
2145,4.0
2146,11.0
2147,25.0
2148,0.0
2149,1.0
2150,11.0
2151,10.0
2152,33.0
2153,14.0
2154,20.0
2155,5.0
2156,32.0
2157,3.0
2158,18.0
2159,21.0
2160,1.0
2161,10.0
2162,11.0
2163,23.0
2164,11.0
2165,1.0
2166,4.0
2167,3.0
2168,11.0
2169,15.0
2170,15.0
2171,14.0
2172,9.0
2173,24.0
2174,12.0
2175,15.0
2176,0.0
2177,3.0
2178,39.0
2179,5.0
2180,5.0
2181,26.0
2182,21.0
2183,11.0
2184,10.0
2185,2.0
2186,7.0
2187,1.0
2188,15.0
2189,20.0
2190,6.0
2191,2.0
2192,7.0
2193,6.0
2194,0.0
2195,0.0
2196,2.0
2197,15.0
2198,9.0
2199,15.0
2200,15.0
2201,12.0
2202,4.0
2203,35.0
2204,23.0
2205,12.0
2206,11.0
2207,6.0
2208,8.0
2209,11.0
2210,6.0
2211,4.0
2212,7.0
2213,40.0
2214,12.0
2215,0.0
2216,25.0
2217,5.0
2218,0.0
2219,5.0
2220,24.0
2221,25.0
2222,28.0
2223,4.0
2224,3.0
2225,1.0
2226,5.0
2227,8.0
2228,11.0
2229,31.0
2230,1.0
2231,13.0
2232,11.0
2233,12.0
2234,14.0
2235,14.0
2236,14.0
2237,9.0
2238,54.0
2239,11.0
2240,1.0
2241,2.0
2242,5.0
2243,18.0
2244,12.0
2245,9.0
2246,0.0
2247,11.0
2248,3.0
2249,12.0
2250,7.0
2251,12.0
2252,17.0
2253,20.0
2254,4.0
2255,14.0
2256,14.0
2257,3.0
2258,4.0
2259,8.0
2260,8.0
2261,4.0
2262,7.0
2263,19.0
2264,2.0
2265,2.0
2266,1.0
2267,0.0
2268,5.0
2269,1.0
2270,9.0
2271,4.0
2272,17.0
2273,23.0
2274,24.0
2275,13.0
2276,3.0
2277,4.0
2278,14.0
2279,1.0
2280,2.0
2281,9.0
2282,12.0
2283,0.0
2284,30.0
2285,11.0
2286,24.0
2287,3.0
2288,3.0
2289,0.0
2290,6.0
2291,5.0
2292,5.0
2293,8.0
2294,3.0
2295,1.0
2296,6.0
2297,14.0
2298,12.0
2299,11.0
2300,11.0
2301,3.0
2302,1.0
2303,4.0
2304,14.0
2305,3.0
2306,16.0
2307,1.0
2308,8.0
2309,14.0
2310,0.0
2311,14.0
2312,2.0
2313,18.0
2314,9.0
2315,8.0
2316,4.0
2317,8.0
2318,8.0
2319,23.0
2320,7.0
2321,7.0
2322,26.0
2323,3.0
2324,6.0
2325,20.0
2326,3.0
2327,11.0
2328,8.0
2329,1.0
2330,0.0
2331,1.0
2332,2.0
2333,11.0
2334,9.0
2335,4.0
2336,5.0
2337,4.0
2338,4.0
2339,15.0
2340,21.0
2341,11.0
2342,12.0
2343,6.0
2344,8.0
2345,6.0
2346,7.0
2347,5.0
2348,20.0
2349,17.0
2350,12.0
2351,2.0
2352,0.0
2353,1.0
2354,30.0
2355,1.0
2356,0.0
2357,7.0
2358,9.0
2359,8.0
2360,28.0
2361,2.0
2362,6.0
2363,23.0
2364,2.0
2365,2.0
2366,1.0
2367,2.0
2368,1.0
2369,2.0
2370,6.0
2371,8.0
2372,41.0
2373,13.0
2374,2.0
2375,18.0
2376,11.0
2377,8.0
2378,7.0
2379,15.0
2380,3.0
2381,3.0
2382,0.0
2383,21.0
2384,12.0
2385,12.0
2386,3.0
2387,0.0
2388,31.0
2389,0.0
2390,19.0
2391,40.0
2392,0.0
2393,2.0
2394,31.0
2395,3.0
2396,0.0
2397,1.0
2398,0.0
2399,11.0
2400,24.0
2401,0.0
2402,0.0
2403,1.0
2404,0.0
2405,5.0
2406,6.0
2407,28.0
2408,9.0
2409,16.0
2410,4.0
2411,11.0
2412,0.0
2413,1.0
2414,10.0
2415,6.0
2416,6.0
2417,3.0
2418,17.0
2419,56.0
2420,2.0
2421,14.0
2422,2.0
2423,0.0
2424,21.0
2425,0.0
2426,34.0
2427,3.0
2428,3.0
2429,15.0
2430,28.0
2431,1.0
2432,15.0
2433,2.0
2434,4.0
2435,0.0
2436,10.0
2437,23.0
2438,2.0
2439,7.0
2440,5.0
2441,3.0
2442,3.0
2443,3.0
2444,3.0
2445,4.0
2446,0.0
2447,0.0
2448,12.0
2449,19.0
2450,5.0
2451,46.0
2452,9.0
2453,14.0
2454,10.0
2455,4.0
2456,43.0
2457,6.0
2458,12.0
2459,5.0
2460,0.0
2461,4.0
2462,22.0
2463,6.0
2464,0.0
2465,6.0
2466,1.0
2467,2.0
2468,11.0
2469,0.0
2470,8.0
2471,9.0
2472,21.0
2473,7.0
2474,5.0
2475,13.0
2476,0.0
2477,19.0
2478,4.0
2479,11.0
2480,1.0
2481,20.0
2482,0.0
2483,0.0
2484,1.0
2485,6.0
2486,2.0
2487,2.0
2488,5.0
2489,1.0
2490,4.0
2491,1.0
2492,10.0
2493,20.0
2494,7.0
2495,2.0
2496,10.0
2497,20.0
2498,5.0
2499,3.0
2500,13.0
2501,4.0
2502,13.0
2503,0.0
2504,9.0
2505,31.0
2506,14.0
2507,5.0
2508,40.0
2509,5.0
2510,2.0
2511,8.0
2512,5.0
2513,2.0
2514,12.0
2515,9.0
2516,15.0
2517,1.0
2518,15.0
2519,7.0
2520,0.0
2521,6.0
2522,2.0
2523,7.0
2524,2.0
2525,4.0
2526,29.0
2527,11.0
2528,6.0
2529,11.0
2530,18.0
2531,8.0
2532,3.0
2533,19.0
2534,6.0
2535,7.0
2536,4.0
2537,7.0
2538,3.0
2539,2.0
2540,1.0
2541,0.0
2542,22.0
2543,0.0
2544,5.0
2545,7.0
2546,5.0
2547,7.0
2548,3.0
2549,13.0
2550,8.0
2551,1.0
2552,47.0
2553,39.0
2554,18.0
2555,11.0
2556,6.0
2557,19.0
2558,11.0
2559,0.0
2560,9.0
2561,4.0
2562,4.0
2563,3.0
2564,0.0
2565,4.0
2566,10.0
2567,9.0
2568,14.0
2569,0.0
2570,11.0
2571,1.0
2572,1.0
2573,12.0
2574,12.0
2575,13.0
2576,7.0
2577,3.0
2578,5.0
2579,7.0
2580,9.0
2581,1.0
2582,18.0
2583,28.0
2584,6.0
2585,10.0
2586,6.0
2587,35.0
2588,14.0
2589,15.0
2590,3.0
2591,42.0
2592,1.0
2593,12.0
2594,17.0
2595,9.0
2596,7.0
2597,17.0
2598,5.0
2599,11.0
2600,52.0
2601,6.0
2602,6.0
2603,1.0
2604,12.0
2605,61.0
2606,8.0
2607,14.0
2608,5.0
2609,18.0
2610,2.0
2611,3.0
2612,5.0
2613,12.0
2614,4.0
2615,10.0
2616,8.0
2617,6.0
2618,16.0
2619,7.0
2620,20.0
2621,8.0
2622,19.0
2623,1.0
2624,9.0
2625,19.0
2626,4.0
2627,2.0
2628,7.0
2629,0.0
2630,11.0
2631,9.0
2632,3.0
2633,9.0
2634,3.0
2635,2.0
2636,7.0
2637,6.0
2638,3.0
2639,5.0
2640,25.0
2641,8.0
2642,0.0
2643,7.0
2644,5.0
2645,17.0
2646,18.0
2647,5.0
2648,10.0
2649,3.0
2650,0.0
2651,0.0
2652,2.0
2653,24.0
2654,15.0
2655,14.0
2656,5.0
2657,5.0
2658,6.0
2659,9.0
2660,22.0
2661,26.0
2662,2.0
2663,6.0
2664,2.0
2665,6.0
2666,1.0
2667,1.0
2668,4.0
2669,19.0
2670,1.0
2671,3.0
2672,5.0
2673,19.0
2674,6.0
2675,27.0
2676,6.0
2677,5.0
2678,4.0
2679,2.0
2680,10.0
2681,4.0
2682,14.0
2683,19.0
2684,12.0
2685,17.0
2686,10.0
2687,5.0
2688,4.0
2689,0.0
2690,30.0
2691,9.0
2692,11.0
2693,15.0
2694,0.0
2695,9.0
2696,1.0
2697,11.0
2698,14.0
2699,16.0
2700,37.0
2701,2.0
2702,2.0
2703,7.0
2704,14.0
2705,6.0
2706,4.0
2707,25.0
2708,4.0
2709,10.0
2710,0.0
2711,3.0
2712,6.0
2713,17.0
2714,16.0
2715,18.0
2716,9.0
2717,23.0
2718,14.0
2719,9.0
2720,0.0
2721,35.0
2722,8.0
2723,35.0
2724,7.0
2725,18.0
2726,8.0
2727,8.0
2728,34.0
2729,2.0
2730,21.0
2731,16.0
2732,9.0
2733,12.0
2734,6.0
2735,0.0
2736,4.0
2737,17.0
2738,20.0
2739,4.0
2740,13.0
2741,1.0
2742,8.0
2743,20.0
2744,6.0
2745,13.0
2746,29.0
2747,1.0
2748,25.0
2749,6.0
2750,7.0
2751,13.0
2752,6.0
2753,17.0
2754,3.0
2755,20.0
2756,23.0
2757,1.0
2758,9.0
2759,3.0
2760,24.0
2761,1.0
2762,8.0
2763,4.0
2764,1.0
2765,18.0
2766,14.0
2767,10.0
2768,4.0
2769,4.0
2770,4.0
2771,9.0
2772,12.0
2773,17.0
2774,3.0
2775,25.0
2776,11.0
2777,1.0
2778,21.0
2779,2.0
2780,5.0
2781,3.0
2782,0.0
2783,22.0
2784,11.0
2785,16.0
2786,18.0
2787,2.0
2788,12.0
2789,5.0
2790,32.0
2791,2.0
2792,16.0
2793,0.0
2794,21.0
2795,22.0
2796,16.0
2797,0.0
2798,8.0
2799,3.0
2800,11.0
2801,1.0
2802,26.0
2803,4.0
2804,14.0
2805,20.0
2806,1.0
2807,1.0
2808,10.0
2809,0.0
2810,14.0
2811,16.0
2812,4.0
2813,9.0
2814,3.0
2815,22.0
2816,9.0
2817,15.0
2818,13.0
2819,2.0
2820,12.0
2821,1.0
2822,25.0
2823,0.0
2824,18.0
2825,6.0
2826,5.0
2827,4.0
2828,2.0
2829,9.0
2830,7.0
2831,17.0
2832,6.0
2833,58.0
2834,5.0
2835,36.0
2836,25.0
2837,24.0
2838,24.0
2839,3.0
2840,11.0
2841,2.0
2842,12.0
2843,17.0
2844,0.0
2845,2.0
2846,13.0
2847,8.0
2848,16.0
2849,16.0
2850,2.0
2851,21.0
2852,13.0
2853,11.0
2854,18.0
2855,11.0
2856,29.0
2857,24.0
2858,19.0
2859,16.0
2860,28.0
2861,1.0
2862,7.0
2863,3.0
2864,9.0
2865,9.0
2866,9.0
2867,12.0
2868,21.0
2869,5.0
2870,9.0
2871,23.0
2872,40.0
2873,3.0
2874,26.0
2875,4.0
2876,24.0
2877,7.0
2878,2.0
2879,9.0
2880,23.0
2881,2.0
2882,2.0
2883,7.0
2884,22.0
2885,19.0
2886,24.0
2887,4.0
2888,8.0
2889,14.0
2890,34.0
2891,24.0
2892,8.0
2893,9.0
2894,4.0
2895,0.0
2896,17.0
2897,7.0
2898,26.0
2899,19.0
2900,23.0
2901,2.0
2902,10.0
2903,9.0
2904,12.0
2905,0.0
2906,17.0
2907,15.0
2908,27.0
2909,3.0
2910,22.0
2911,5.0
2912,21.0
2913,22.0
2914,11.0
2915,2.0
2916,0.0
2917,11.0
2918,6.0
2919,16.0
2920,1.0
2921,2.0
2922,29.0
2923,7.0
2924,5.0
2925,2.0
2926,25.0
2927,25.0
2928,7.0
2929,8.0
2930,23.0
2931,19.0
2932,17.0
2933,38.0
2934,21.0
2935,8.0
2936,31.0
2937,30.0
2938,3.0
2939,11.0
2940,24.0
2941,6.0
2942,20.0
2943,18.0
2944,33.0
2945,1.0
2946,34.0
2947,0.0
2948,9.0
2949,19.0
2950,7.0
2951,6.0
2952,24.0
2953,13.0
2954,20.0
2955,0.0
2956,32.0
2957,3.0
2958,3.0
2959,4.0
2960,27.0
2961,29.0
2962,11.0
2963,4.0
2964,16.0
2965,4.0
2966,9.0
2967,12.0
2968,23.0
2969,8.0
2970,0.0
2971,20.0
2972,6.0
2973,13.0
2974,3.0
2975,5.0
2976,23.0
2977,2.0
2978,1.0
2979,9.0
2980,1.0
2981,24.0
2982,4.0
2983,4.0
2984,6.0
2985,19.0
2986,1.0
2987,15.0
2988,35.0
2989,28.0
2990,5.0
2991,9.0
2992,2.0
2993,1.0
2994,13.0
2995,38.0
2996,19.0
2997,17.0
2998,4.0
2999,25.0
3000,4.0
3001,27.0
3002,24.0
3003,20.0
3004,33.0
3005,0.0
3006,25.0
3007,35.0
3008,24.0
3009,10.0
3010,0.0
3011,12.0
3012,14.0
3013,18.0
3014,43.0
3015,13.0
3016,10.0
3017,0.0
3018,3.0
3019,13.0
3020,0.0
3021,13.0
3022,0.0
3023,8.0
3024,15.0
3025,10.0
3026,16.0
3027,8.0
3028,15.0
3029,0.0
3030,6.0
3031,2.0
3032,24.0
3033,11.0
3034,7.0
3035,32.0
3036,0.0
3037,1.0
3038,2.0
3039,24.0
3040,3.0
3041,3.0
3042,14.0
3043,1.0
3044,4.0
3045,23.0
3046,1.0
3047,11.0
3048,13.0
3049,4.0
3050,2.0
3051,6.0
3052,15.0
3053,0.0
3054,10.0
3055,12.0
3056,35.0
3057,22.0
3058,13.0
3059,1.0
3060,2.0
3061,13.0
3062,13.0
3063,3.0
3064,24.0
3065,18.0
3066,1.0
3067,7.0
3068,1.0
3069,3.0
3070,17.0
3071,3.0
3072,30.0
3073,3.0
3074,17.0
3075,19.0
3076,0.0
3077,0.0
3078,25.0
3079,8.0
3080,29.0
3081,33.0
3082,32.0
3083,11.0
3084,1.0
3085,23.0
3086,11.0
3087,18.0
3088,21.0
3089,13.0
3090,17.0
3091,17.0
3092,6.0
3093,8.0
3094,26.0
3095,3.0
3096,50.0
3097,4.0
3098,32.0
3099,8.0
3100,9.0
3101,3.0
3102,18.0
3103,2.0
3104,26.0
3105,14.0
3106,2.0
3107,19.0
3108,4.0
3109,8.0
3110,9.0
3111,28.0
3112,2.0
3113,17.0
3114,12.0
3115,15.0
3116,5.0
3117,10.0
3118,7.0
3119,4.0
3120,4.0
3121,18.0
3122,11.0
3123,15.0
3124,19.0
3125,16.0
3126,9.0
3127,7.0
3128,40.0
3129,28.0
3130,32.0
3131,15.0
3132,0.0
3133,0.0
3134,3.0
3135,0.0
3136,2.0
3137,14.0
3138,35.0
3139,7.0
3140,9.0
3141,12.0
3142,11.0
3143,14.0
3144,16.0
3145,3.0
3146,9.0
3147,7.0
3148,9.0
3149,4.0
3150,14.0
3151,31.0
3152,3.0
3153,4.0
3154,1.0
3155,9.0
3156,10.0
3157,11.0
3158,2.0
3159,2.0
3160,21.0
3161,11.0
3162,11.0
3163,14.0
3164,36.0
3165,9.0
3166,1.0
3167,14.0
3168,15.0
3169,9.0
3170,33.0
3171,2.0
3172,2.0
3173,6.0
3174,10.0
3175,17.0
3176,5.0
3177,30.0
3178,27.0
3179,1.0
3180,0.0
3181,0.0
3182,11.0
3183,4.0
3184,1.0
3185,2.0
3186,2.0
3187,3.0
3188,7.0
3189,25.0
3190,0.0
3191,3.0
3192,21.0
3193,8.0
3194,1.0
3195,6.0
3196,22.0
3197,1.0
3198,2.0
3199,32.0
3200,0.0
3201,1.0
3202,18.0
3203,27.0
3204,13.0
3205,25.0
3206,24.0
3207,20.0
3208,0.0
3209,0.0
3210,14.0
3211,19.0
3212,22.0
3213,6.0
3214,4.0
3215,0.0
3216,21.0
3217,0.0
3218,2.0
3219,0.0
3220,1.0
3221,0.0
3222,2.0
3223,16.0
3224,16.0
3225,7.0
3226,13.0
3227,15.0
3228,6.0
3229,13.0
3230,20.0
3231,1.0
3232,3.0
3233,21.0
3234,4.0
3235,17.0
3236,17.0
3237,6.0
3238,15.0
3239,4.0
3240,12.0
3241,17.0
3242,2.0
3243,16.0
3244,9.0
3245,6.0
3246,8.0
3247,24.0
3248,2.0
3249,17.0
3250,10.0
3251,3.0
3252,29.0
3253,23.0
3254,14.0
3255,0.0
3256,0.0
3257,2.0
3258,3.0
3259,13.0
3260,6.0
3261,6.0
3262,6.0
3263,6.0
3264,1.0
3265,4.0
3266,1.0
3267,7.0
3268,21.0
3269,21.0
3270,3.0
3271,23.0
3272,15.0
3273,15.0
3274,8.0
3275,0.0
3276,15.0
3277,5.0
3278,14.0
3279,17.0
3280,2.0
3281,9.0
3282,27.0
3283,16.0
3284,18.0
3285,16.0
3286,1.0
3287,15.0
3288,13.0
3289,31.0
3290,15.0
3291,20.0
3292,12.0
3293,17.0
3294,21.0
3295,4.0
3296,0.0
3297,18.0
3298,3.0
3299,32.0
3300,6.0
3301,0.0
3302,11.0
3303,11.0
3304,11.0
3305,1.0
3306,20.0
3307,17.0
3308,23.0
3309,39.0
3310,22.0
3311,4.0
3312,28.0
3313,3.0
3314,12.0
3315,32.0
3316,13.0
3317,7.0
3318,4.0
3319,21.0
3320,14.0
3321,20.0
3322,24.0
3323,13.0
3324,16.0
3325,30.0
3326,4.0
3327,27.0
3328,16.0
3329,12.0
3330,3.0
3331,17.0
3332,16.0
3333,30.0
3334,2.0
3335,17.0
3336,12.0
3337,12.0
3338,21.0
3339,4.0
3340,3.0
3341,2.0
3342,5.0
3343,30.0
3344,7.0
3345,1.0
3346,23.0
3347,21.0
3348,21.0
3349,15.0
3350,12.0
3351,25.0
3352,10.0
3353,15.0
3354,4.0
3355,25.0
3356,12.0
3357,6.0
3358,1.0
3359,3.0
3360,21.0
3361,0.0
3362,3.0
3363,0.0
3364,5.0
3365,0.0
3366,3.0
3367,11.0
3368,8.0
3369,1.0
3370,26.0
3371,22.0
3372,19.0
3373,11.0
3374,18.0
3375,21.0
3376,16.0
3377,10.0
3378,11.0
3379,13.0
3380,14.0
3381,0.0
3382,0.0
3383,1.0
3384,24.0
3385,11.0
3386,27.0
3387,3.0
3388,16.0
3389,15.0
3390,15.0
3391,27.0
3392,4.0
3393,11.0
3394,19.0
3395,7.0
3396,0.0
3397,7.0
3398,3.0
3399,24.0
3400,15.0
3401,2.0
3402,0.0
3403,14.0
3404,24.0
3405,3.0
3406,10.0
3407,8.0
3408,19.0
3409,0.0
3410,35.0
3411,10.0
3412,1.0
3413,23.0
3414,4.0
3415,2.0
3416,8.0
3417,3.0
3418,16.0
3419,21.0
3420,5.0
3421,2.0
3422,19.0
3423,9.0
3424,31.0
3425,6.0
3426,35.0
3427,23.0
3428,32.0
3429,5.0
3430,12.0
3431,17.0
3432,4.0
3433,21.0
3434,10.0
3435,8.0
3436,42.0
3437,26.0
3438,7.0
3439,8.0
3440,9.0
3441,33.0
3442,3.0
3443,42.0
3444,1.0
3445,2.0
3446,18.0
3447,26.0
3448,1.0
3449,14.0
3450,28.0
3451,21.0
3452,3.0
3453,8.0
3454,14.0
3455,8.0
3456,25.0
3457,4.0
3458,27.0
3459,15.0
3460,19.0
3461,0.0
3462,43.0
3463,17.0
3464,3.0
3465,45.0
3466,24.0
3467,14.0
3468,3.0
3469,0.0
3470,2.0
3471,2.0
3472,19.0
3473,14.0
3474,2.0
3475,13.0
3476,17.0
3477,3.0
3478,23.0
3479,8.0
3480,13.0
3481,4.0
3482,17.0
3483,20.0
3484,0.0
3485,0.0
3486,3.0
3487,13.0
3488,4.0
3489,11.0
3490,15.0
3491,2.0
3492,37.0
3493,10.0
3494,2.0
3495,10.0
3496,2.0
3497,26.0
3498,15.0
3499,5.0
3500,27.0
3501,6.0
3502,9.0
3503,4.0
3504,0.0
3505,14.0
3506,0.0
3507,12.0
3508,34.0
3509,13.0
3510,0.0
3511,3.0
3512,7.0
3513,10.0
3514,14.0
3515,3.0
3516,15.0
3517,29.0
3518,46.0
3519,4.0
3520,20.0
3521,2.0
3522,22.0
3523,15.0
3524,8.0
3525,1.0
3526,29.0
3527,13.0
3528,46.0
3529,1.0
3530,26.0
3531,24.0
3532,26.0
3533,14.0
3534,32.0
3535,16.0
3536,12.0
3537,25.0
3538,9.0
3539,23.0
3540,17.0
3541,1.0
3542,28.0
3543,13.0
3544,1.0
3545,21.0
3546,30.0
3547,11.0
3548,6.0
3549,8.0
3550,10.0
3551,11.0
3552,32.0
3553,8.0
3554,1.0
3555,6.0
3556,11.0
3557,26.0
3558,4.0
3559,2.0
3560,5.0
3561,7.0
3562,0.0
3563,2.0
3564,25.0
3565,69.0
3566,2.0
3567,1.0
3568,15.0
3569,7.0
3570,24.0
3571,2.0
3572,16.0
3573,18.0
3574,18.0
3575,0.0
3576,2.0
3577,0.0
3578,23.0
3579,14.0
3580,3.0
3581,8.0
3582,25.0
3583,5.0
3584,6.0
3585,16.0
3586,2.0
3587,27.0
3588,1.0
3589,5.0
3590,21.0
3591,14.0
3592,6.0
3593,14.0
3594,17.0
3595,30.0
3596,1.0
3597,24.0
3598,34.0
3599,8.0
3600,3.0
3601,41.0
3602,11.0
3603,1.0
3604,32.0
3605,0.0
3606,17.0
3607,1.0
3608,20.0
3609,16.0
3610,14.0
3611,4.0
3612,18.0
3613,16.0
3614,3.0
3615,12.0
3616,10.0
3617,20.0
3618,4.0
3619,19.0
3620,21.0
3621,20.0
3622,8.0
3623,6.0
3624,24.0
3625,2.0
3626,14.0
3627,1.0
3628,14.0
3629,7.0
3630,24.0
3631,55.0
3632,12.0
3633,23.0
3634,11.0
3635,14.0
3636,15.0
3637,0.0
3638,8.0
3639,10.0
3640,14.0
3641,20.0
3642,5.0
3643,15.0
3644,40.0
3645,13.0
3646,9.0
3647,20.0
3648,2.0
3649,13.0
3650,13.0
3651,5.0
3652,20.0
3653,28.0
3654,12.0
3655,15.0
3656,18.0
3657,24.0
3658,29.0
3659,20.0
3660,1.0
3661,6.0
3662,26.0
3663,17.0
3664,3.0
3665,1.0
3666,17.0
3667,19.0
3668,12.0
3669,2.0
3670,33.0
3671,12.0
3672,13.0
3673,1.0
3674,14.0
3675,22.0
3676,20.0
3677,5.0
3678,9.0
3679,28.0
3680,21.0
3681,4.0
3682,21.0
3683,13.0
3684,16.0
3685,32.0
3686,22.0
3687,15.0
3688,7.0
3689,26.0
3690,0.0
3691,3.0
3692,11.0
3693,0.0
3694,16.0
3695,23.0
3696,34.0
3697,14.0
3698,12.0
3699,1.0
3700,16.0
3701,5.0
3702,18.0
3703,15.0
3704,3.0
3705,19.0
3706,6.0
3707,5.0
3708,15.0
3709,3.0
3710,20.0
3711,16.0
3712,8.0
3713,32.0
3714,1.0
3715,8.0
3716,10.0
3717,8.0
3718,15.0
3719,4.0
3720,23.0
3721,14.0
3722,21.0
3723,11.0
3724,6.0
3725,22.0
3726,2.0
3727,24.0
3728,18.0
3729,12.0
3730,1.0
3731,19.0
3732,15.0
3733,5.0
3734,20.0
3735,0.0
3736,2.0
3737,17.0
3738,1.0
3739,17.0
3740,7.0
3741,14.0
3742,21.0
3743,0.0
3744,28.0
3745,19.0
3746,3.0
3747,16.0
3748,11.0
3749,25.0
3750,14.0
3751,15.0
3752,6.0
3753,18.0
3754,5.0
3755,18.0
3756,18.0
3757,6.0
3758,19.0
3759,1.0
3760,28.0
3761,6.0
3762,29.0
3763,0.0
3764,0.0
3765,13.0
3766,4.0
3767,1.0
3768,3.0
3769,21.0
3770,0.0
3771,20.0
3772,6.0
3773,4.0
3774,18.0
3775,2.0
3776,0.0
3777,3.0
3778,3.0
3779,9.0
3780,14.0
3781,10.0
3782,30.0
3783,18.0
3784,3.0
3785,8.0
3786,6.0
3787,6.0
3788,2.0
3789,8.0
3790,25.0
3791,13.0
3792,4.0
3793,29.0
3794,9.0
3795,22.0
3796,6.0
3797,4.0
3798,6.0
3799,21.0
3800,2.0
3801,16.0
3802,21.0
3803,4.0
3804,11.0
3805,3.0
3806,4.0
3807,4.0
3808,21.0
3809,6.0
3810,5.0
3811,20.0
3812,16.0
3813,16.0
3814,12.0
3815,22.0
3816,17.0
3817,3.0
3818,14.0
3819,1.0
3820,1.0
3821,25.0
3822,25.0
3823,7.0
3824,3.0
3825,0.0
3826,19.0
3827,11.0
3828,2.0
3829,10.0
3830,27.0
3831,1.0
3832,32.0
3833,20.0
3834,1.0
3835,15.0
3836,29.0
3837,12.0
3838,28.0
3839,12.0
3840,15.0
3841,8.0
3842,8.0
3843,2.0
3844,7.0
3845,3.0
3846,50.0
3847,50.0
3848,2.0
3849,11.0
3850,6.0
3851,0.0
3852,1.0
3853,14.0
3854,7.0
3855,23.0
3856,4.0
3857,27.0
3858,0.0
3859,5.0
3860,28.0
3861,4.0
3862,11.0
3863,22.0
3864,13.0
3865,23.0
3866,35.0
3867,36.0
3868,13.0
3869,3.0
3870,8.0
3871,0.0
3872,5.0
3873,11.0
3874,19.0
3875,2.0
3876,9.0
3877,1.0
3878,46.0
3879,13.0
3880,20.0
3881,34.0
3882,4.0
3883,23.0
3884,17.0
3885,9.0
3886,14.0
3887,4.0
3888,8.0
3889,31.0
3890,18.0
3891,5.0
3892,8.0
3893,2.0
3894,18.0
3895,15.0
3896,25.0
3897,18.0
3898,17.0
3899,2.0
3900,26.0
3901,6.0
3902,2.0
3903,6.0
3904,14.0
3905,26.0
3906,13.0
3907,9.0
3908,14.0
3909,27.0
3910,19.0
3911,1.0
3912,19.0
3913,18.0
3914,19.0
3915,8.0
3916,4.0
3917,5.0
3918,0.0
3919,26.0
3920,0.0
3921,2.0
3922,0.0
3923,7.0
3924,23.0
3925,27.0
3926,12.0
3927,0.0
3928,34.0
3929,15.0
3930,11.0
3931,29.0
3932,11.0
3933,2.0
3934,14.0
3935,5.0
3936,8.0
3937,15.0
3938,20.0
3939,3.0
3940,1.0
3941,8.0
3942,12.0
3943,0.0
3944,17.0
3945,6.0
3946,16.0
3947,9.0
3948,12.0
3949,2.0
3950,13.0
3951,11.0
3952,17.0
3953,13.0
3954,25.0
3955,16.0
3956,23.0
3957,42.0
3958,1.0
3959,4.0
3960,8.0
3961,18.0
3962,5.0
3963,3.0
3964,6.0
3965,11.0
3966,15.0
3967,19.0
3968,17.0
3969,15.0
3970,23.0
3971,12.0
3972,15.0
3973,4.0
3974,21.0
3975,9.0
3976,35.0
3977,16.0
3978,9.0
3979,15.0
3980,19.0
3981,1.0
3982,11.0
3983,25.0
3984,15.0
3985,16.0
3986,14.0
3987,21.0
3988,13.0
3989,31.0
3990,20.0
3991,0.0
3992,16.0
3993,24.0
3994,14.0
3995,7.0
3996,19.0
3997,9.0
3998,14.0
3999,27.0
4000,9.0
4001,10.0
4002,18.0
4003,0.0
4004,26.0
4005,6.0
4006,12.0
4007,31.0
4008,9.0
4009,5.0
4010,82.0
4011,2.0
4012,4.0
4013,6.0
4014,23.0
4015,11.0
4016,19.0
4017,19.0
4018,4.0
4019,19.0
4020,39.0
4021,13.0
4022,27.0
4023,1.0
4024,14.0
4025,4.0
4026,17.0
4027,0.0
4028,7.0
4029,2.0
4030,15.0
4031,17.0
4032,15.0
4033,2.0
4034,1.0
4035,1.0
4036,20.0
4037,23.0
4038,18.0
4039,5.0
4040,39.0
4041,43.0
4042,13.0
4043,8.0
4044,0.0
4045,11.0
4046,4.0
4047,22.0
4048,15.0
4049,8.0
4050,7.0
4051,8.0
4052,14.0
4053,8.0
4054,34.0
4055,7.0
4056,21.0
4057,7.0
4058,8.0
4059,26.0
4060,9.0
4061,7.0
4062,28.0
4063,26.0
4064,24.0
4065,11.0
4066,4.0
4067,23.0
4068,8.0
4069,16.0
4070,9.0
4071,2.0
4072,16.0
4073,16.0
4074,6.0
4075,25.0
4076,2.0
4077,22.0
4078,0.0
4079,64.0
4080,16.0
4081,22.0
4082,17.0
4083,11.0
4084,4.0
4085,3.0
4086,17.0
4087,29.0
4088,12.0
4089,13.0
4090,9.0
4091,9.0
4092,19.0
4093,16.0
4094,26.0
4095,7.0
4096,3.0
4097,34.0
4098,18.0
4099,4.0
4100,4.0
4101,9.0
4102,34.0
4103,4.0
4104,26.0
4105,9.0
4106,6.0
4107,18.0
4108,19.0
4109,11.0
4110,11.0
4111,8.0
4112,1.0
4113,14.0
4114,4.0
4115,14.0
4116,7.0
4117,24.0
4118,1.0
4119,3.0
4120,20.0
4121,8.0
4122,9.0
4123,7.0
4124,15.0
4125,18.0
4126,18.0
4127,29.0
4128,20.0
4129,8.0
4130,7.0
4131,19.0
4132,22.0
4133,2.0
4134,2.0
4135,11.0
