,Celsr2
62821,0.0
62822,0.0
62823,0.0
62824,0.0
62825,10.0
62826,2.0
62827,0.0
62828,1.0
62829,20.0
62830,0.0
62831,1.0
62832,8.0
62833,1.0
62834,1.0
62835,0.0
62836,0.0
62837,4.0
62838,0.0
62839,1.0
62840,11.0
62841,2.0
62842,0.0
62843,1.0
62844,3.0
62845,10.0
62846,0.0
62847,1.0
62848,7.0
62849,1.0
62850,0.0
62851,0.0
62852,4.0
62853,4.0
62854,1.0
62855,0.0
62856,0.0
62857,3.0
62858,8.0
62859,1.0
62860,8.0
62861,0.0
62862,10.0
62863,1.0
62864,1.0
62865,19.0
62866,0.0
62867,2.0
62868,2.0
62869,0.0
62870,0.0
62871,0.0
62872,7.0
62873,1.0
62874,2.0
62875,3.0
62876,8.0
62877,1.0
62878,0.0
62879,12.0
62880,0.0
62881,0.0
62882,0.0
62883,19.0
62884,0.0
62885,0.0
62886,0.0
62887,0.0
62888,0.0
62889,0.0
62890,9.0
62891,0.0
62892,0.0
62893,2.0
62894,18.0
62895,2.0
62896,9.0
62897,0.0
62898,1.0
62899,1.0
62900,1.0
62901,6.0
62902,4.0
62903,0.0
62904,2.0
62905,0.0
62906,0.0
62907,1.0
62908,0.0
62909,1.0
62910,2.0
62911,1.0
62912,1.0
62913,0.0
62914,0.0
62915,9.0
62916,7.0
62917,0.0
62918,8.0
62919,0.0
62920,0.0
62921,23.0
62922,0.0
62923,1.0
62924,0.0
62925,10.0
62926,0.0
62927,1.0
62928,1.0
62929,3.0
62930,2.0
62931,6.0
62932,0.0
62933,0.0
62934,3.0
62935,2.0
62936,10.0
62937,3.0
62938,1.0
62939,0.0
62940,1.0
62941,1.0
62942,0.0
62943,2.0
62944,2.0
62945,0.0
62946,1.0
62947,10.0
62948,4.0
62949,1.0
62950,1.0
62951,4.0
62952,3.0
62953,9.0
62954,0.0
62955,0.0
62956,0.0
62957,9.0
62958,6.0
62959,1.0
62960,2.0
62961,0.0
62962,0.0
62963,7.0
62964,0.0
62965,1.0
62966,2.0
62967,0.0
62968,1.0
62969,1.0
62970,0.0
62971,14.0
62972,0.0
62973,1.0
62974,11.0
62975,1.0
62976,13.0
62977,8.0
62978,7.0
62979,10.0
62980,0.0
62981,0.0
62982,0.0
62983,2.0
62984,2.0
62985,0.0
62986,0.0
62987,2.0
62988,2.0
62989,3.0
62990,6.0
62991,0.0
62992,2.0
62993,0.0
62994,1.0
62995,4.0
62996,4.0
62997,0.0
62998,6.0
62999,5.0
63000,1.0
63001,0.0
63002,0.0
63003,1.0
63004,2.0
63005,4.0
63006,1.0
63007,0.0
63008,0.0
63009,7.0
63010,0.0
63011,2.0
63012,1.0
63013,0.0
63014,0.0
63015,0.0
63016,5.0
63017,2.0
63018,0.0
63019,0.0
63020,0.0
63021,2.0
63022,8.0
63023,11.0
63024,0.0
63025,0.0
63026,2.0
63027,0.0
63028,0.0
63029,6.0
63030,5.0
63031,3.0
63032,1.0
63033,1.0
63034,0.0
63035,1.0
63036,12.0
63037,2.0
63038,0.0
63039,0.0
63040,0.0
63041,10.0
63042,5.0
63043,23.0
63044,5.0
63045,1.0
63046,1.0
63047,2.0
63048,2.0
63049,2.0
63050,1.0
63051,5.0
63052,14.0
63053,0.0
63054,4.0
63055,0.0
63056,3.0
63057,3.0
63058,3.0
63059,0.0
63060,12.0
63061,1.0
63062,0.0
63063,1.0
63064,2.0
63065,1.0
63066,0.0
63067,2.0
63068,4.0
63069,0.0
63070,0.0
63071,6.0
63072,6.0
63073,1.0
63074,0.0
63075,12.0
63076,0.0
63077,0.0
63078,3.0
63079,0.0
63080,0.0
63081,0.0
63082,1.0
63083,1.0
63084,0.0
63085,0.0
63086,0.0
63087,5.0
63088,0.0
63089,10.0
63090,0.0
63091,2.0
63092,1.0
63093,4.0
63094,1.0
63095,0.0
63096,8.0
63097,0.0
63098,7.0
63099,0.0
63100,1.0
63101,1.0
63102,1.0
63103,1.0
63104,10.0
63105,7.0
63106,19.0
63107,0.0
63108,1.0
63109,18.0
63110,8.0
63111,0.0
63112,0.0
63113,1.0
63114,0.0
63115,0.0
63116,0.0
63117,1.0
63118,0.0
63119,0.0
63120,0.0
63121,2.0
63122,5.0
63123,7.0
63124,0.0
63125,1.0
63126,9.0
63127,0.0
63128,3.0
63129,1.0
63130,3.0
63131,1.0
63132,4.0
63133,0.0
63134,0.0
63135,1.0
63136,6.0
63137,5.0
63138,0.0
63139,4.0
63140,1.0
63141,0.0
63142,7.0
63143,1.0
63144,10.0
63145,5.0
63146,0.0
63147,8.0
63148,0.0
63149,2.0
63150,2.0
63151,2.0
63152,8.0
63153,1.0
63154,0.0
63155,22.0
63156,6.0
63157,0.0
63158,0.0
63159,6.0
63160,15.0
63161,7.0
63162,2.0
63163,1.0
63164,4.0
63165,1.0
63166,3.0
63167,5.0
63168,1.0
63169,0.0
63170,0.0
63171,1.0
63172,1.0
63173,1.0
63174,0.0
63175,0.0
63176,0.0
63177,0.0
63178,4.0
63179,3.0
63180,5.0
63181,1.0
63182,0.0
63183,4.0
63184,6.0
63185,8.0
63186,2.0
63187,0.0
63188,0.0
63189,0.0
63190,2.0
63191,5.0
63192,0.0
63193,1.0
63194,0.0
63195,1.0
63196,1.0
63197,0.0
63198,1.0
63199,2.0
63200,1.0
63201,0.0
63202,0.0
63203,3.0
63204,0.0
63205,1.0
63206,3.0
63207,1.0
63208,0.0
63209,0.0
63210,0.0
63211,4.0
63212,1.0
63213,0.0
63214,0.0
63215,2.0
63216,0.0
63217,6.0
63218,1.0
63219,1.0
63220,0.0
63221,3.0
63222,0.0
63223,0.0
63224,0.0
63225,3.0
63226,2.0
63227,0.0
63228,0.0
63229,12.0
63230,1.0
63231,1.0
63232,13.0
63233,2.0
63234,6.0
63235,5.0
63236,0.0
63237,0.0
63238,2.0
63239,0.0
63240,0.0
63241,0.0
63242,0.0
63243,0.0
63244,1.0
63245,1.0
63246,0.0
63247,1.0
63248,5.0
63249,0.0
63250,1.0
63251,0.0
63252,0.0
63253,1.0
63254,0.0
63255,0.0
63256,0.0
63257,0.0
63258,3.0
63259,0.0
63260,0.0
63261,0.0
63262,2.0
63263,0.0
63264,6.0
63265,0.0
63266,1.0
63267,5.0
63268,0.0
63269,0.0
63270,2.0
63271,0.0
63272,0.0
63273,1.0
63274,12.0
63275,0.0
63276,0.0
63277,0.0
63278,0.0
63279,2.0
63280,10.0
63281,0.0
63282,0.0
63283,0.0
63284,0.0
63285,4.0
63286,0.0
63287,0.0
63288,2.0
63289,8.0
63290,2.0
63291,0.0
63292,0.0
63293,1.0
63294,1.0
63295,0.0
63296,2.0
63297,2.0
63298,11.0
63299,2.0
63300,1.0
63301,12.0
63302,1.0
63303,0.0
63304,1.0
63305,2.0
63306,0.0
63307,8.0
63308,0.0
63309,1.0
63310,0.0
63311,1.0
63312,3.0
63313,0.0
63314,3.0
63315,0.0
63316,1.0
63317,5.0
63318,0.0
63319,0.0
63320,1.0
63321,0.0
63322,1.0
63323,1.0
63324,1.0
63325,0.0
63326,0.0
63327,3.0
63328,1.0
63329,0.0
63330,3.0
63331,4.0
63332,1.0
63333,3.0
63334,32.0
63335,6.0
63336,0.0
63337,4.0
63338,4.0
63339,0.0
63340,0.0
63341,1.0
63342,0.0
63343,0.0
63344,1.0
63345,2.0
63346,0.0
63347,2.0
63348,0.0
63349,0.0
63350,0.0
63351,52.0
63352,2.0
63353,0.0
63354,20.0
63355,0.0
63356,25.0
63357,4.0
63358,0.0
63359,0.0
63360,0.0
63361,1.0
63362,18.0
63363,0.0
63364,0.0
63365,1.0
63366,0.0
63367,1.0
63368,2.0
63369,28.0
63370,0.0
63371,0.0
63372,2.0
63373,45.0
63374,26.0
63375,0.0
63376,0.0
63377,26.0
63378,19.0
63379,44.0
63380,38.0
63381,7.0
63382,0.0
63383,0.0
63384,0.0
63385,0.0
63386,0.0
63387,0.0
63388,17.0
63389,2.0
63390,0.0
63391,0.0
63392,5.0
63393,2.0
63394,1.0
63395,0.0
63396,9.0
63397,0.0
63398,0.0
63399,3.0
63400,0.0
63401,2.0
63402,0.0
63403,0.0
63404,1.0
63405,22.0
63406,5.0
63407,1.0
63408,0.0
63409,0.0
63410,17.0
63411,9.0
63412,3.0
63413,43.0
63414,0.0
63415,0.0
63416,0.0
63417,1.0
63418,0.0
63419,0.0
63420,0.0
63421,12.0
63422,0.0
63423,19.0
63424,0.0
63425,27.0
63426,13.0
63427,1.0
63428,2.0
63429,1.0
63430,29.0
63431,1.0
63432,1.0
63433,35.0
63434,2.0
63435,0.0
63436,0.0
63437,0.0
63438,1.0
63439,0.0
63440,1.0
63441,0.0
63442,0.0
63443,2.0
63444,0.0
63445,0.0
63446,0.0
63447,0.0
63448,1.0
63449,0.0
63450,27.0
63451,1.0
63452,0.0
63453,0.0
63454,0.0
63455,12.0
63456,8.0
63457,12.0
63458,19.0
63459,10.0
63460,1.0
63461,0.0
63462,0.0
63463,0.0
63464,1.0
63465,1.0
63466,0.0
63467,0.0
63468,1.0
63469,7.0
63470,25.0
63471,3.0
63472,25.0
63473,4.0
63474,2.0
63475,0.0
63476,4.0
63477,0.0
63478,0.0
63479,0.0
63480,1.0
63481,0.0
63482,0.0
63483,3.0
63484,0.0
63485,2.0
63486,1.0
63487,31.0
63488,0.0
63489,2.0
63490,0.0
63491,2.0
63492,0.0
63493,20.0
63494,16.0
63495,1.0
63496,0.0
63497,1.0
63498,15.0
63499,2.0
63500,6.0
63501,0.0
63502,20.0
63503,9.0
63504,4.0
63505,4.0
63506,1.0
63507,1.0
63508,1.0
63509,41.0
63510,9.0
63511,2.0
63512,2.0
63513,17.0
63514,2.0
63515,12.0
63516,29.0
63517,1.0
63518,0.0
63519,0.0
63520,3.0
63521,7.0
63522,13.0
63523,0.0
63524,5.0
63525,23.0
63526,0.0
63527,9.0
63528,0.0
63529,1.0
63530,0.0
63531,28.0
63532,0.0
63533,0.0
63534,2.0
63535,8.0
63536,27.0
63537,36.0
63538,23.0
63539,46.0
63540,0.0
63541,3.0
63542,2.0
63543,0.0
63544,3.0
63545,2.0
63546,2.0
63547,1.0
63548,12.0
63549,0.0
63550,0.0
63551,0.0
63552,0.0
63553,0.0
63554,0.0
63555,0.0
63556,0.0
63557,34.0
63558,0.0
63559,1.0
63560,1.0
63561,2.0
63562,3.0
63563,2.0
63564,0.0
63565,0.0
63566,3.0
63567,4.0
63568,0.0
63569,39.0
63570,23.0
63571,2.0
63572,3.0
63573,0.0
63574,0.0
63575,8.0
63576,1.0
63577,2.0
63578,0.0
63579,6.0
63580,2.0
63581,0.0
63582,2.0
63583,8.0
63584,0.0
63585,7.0
63586,3.0
63587,0.0
63588,0.0
63589,0.0
63590,0.0
63591,2.0
63592,13.0
63593,22.0
63594,3.0
63595,0.0
63596,0.0
63597,1.0
63598,0.0
63599,0.0
63600,3.0
63601,3.0
63602,6.0
63603,3.0
63604,9.0
63605,1.0
63606,3.0
63607,3.0
63608,5.0
63609,15.0
63610,1.0
63611,18.0
63612,8.0
63613,6.0
63614,1.0
63615,5.0
63616,0.0
63617,25.0
63618,0.0
63619,2.0
63620,11.0
63621,3.0
63622,18.0
63623,21.0
63624,4.0
63625,11.0
63626,5.0
63627,2.0
63628,1.0
63629,13.0
63630,10.0
63631,25.0
63632,15.0
63633,6.0
63634,0.0
63635,1.0
63636,21.0
63637,0.0
63638,2.0
63639,35.0
63640,0.0
63641,6.0
63642,11.0
63643,10.0
63644,10.0
63645,14.0
63646,18.0
63647,1.0
63648,13.0
63649,3.0
63650,2.0
63651,11.0
63652,4.0
63653,12.0
63654,0.0
63655,1.0
63656,2.0
63657,0.0
63658,23.0
63659,3.0
63660,0.0
63661,0.0
63662,16.0
63663,2.0
63664,0.0
63665,1.0
63666,19.0
63667,1.0
63668,0.0
63669,1.0
63670,17.0
63671,19.0
63672,0.0
63673,0.0
63674,6.0
63675,0.0
63676,19.0
63677,3.0
63678,26.0
63679,2.0
63680,0.0
63681,3.0
63682,10.0
63683,1.0
63684,15.0
63685,1.0
63686,15.0
63687,0.0
63688,2.0
63689,1.0
63690,0.0
63691,0.0
63692,4.0
63693,1.0
63694,16.0
63695,0.0
63696,0.0
63697,0.0
63698,43.0
63699,1.0
63700,11.0
63701,0.0
63702,8.0
63703,2.0
63704,2.0
63705,0.0
63706,0.0
63707,0.0
63708,2.0
63709,4.0
63710,28.0
63711,0.0
63712,1.0
63713,0.0
63714,10.0
63715,1.0
63716,0.0
63717,0.0
63718,0.0
63719,17.0
63720,1.0
63721,26.0
63722,19.0
63723,3.0
63724,11.0
63725,11.0
63726,3.0
63727,0.0
63728,11.0
63729,0.0
63730,2.0
63731,4.0
63732,4.0
63733,13.0
63734,1.0
63735,1.0
63736,6.0
63737,1.0
63738,0.0
63739,0.0
63740,6.0
63741,0.0
63742,4.0
63743,1.0
63744,2.0
63745,1.0
63746,18.0
63747,5.0
63748,2.0
63749,0.0
63750,1.0
63751,12.0
63752,0.0
63753,9.0
63754,18.0
63755,7.0
63756,5.0
63757,0.0
63758,1.0
63759,1.0
63760,10.0
63761,2.0
63762,3.0
63763,4.0
63764,2.0
63765,0.0
63766,1.0
63767,0.0
63768,0.0
63769,0.0
63770,2.0
63771,1.0
63772,3.0
63773,0.0
63774,2.0
63775,6.0
63776,1.0
63777,0.0
63778,0.0
63779,1.0
63780,10.0
63781,0.0
63782,0.0
63783,11.0
63784,0.0
63785,0.0
63786,0.0
63787,4.0
63788,1.0
63789,1.0
63790,3.0
63791,1.0
63792,1.0
63793,6.0
63794,0.0
63795,0.0
63796,1.0
63797,13.0
63798,1.0
63799,0.0
63800,4.0
63801,0.0
63802,1.0
63803,16.0
63804,4.0
63805,0.0
63806,7.0
63807,6.0
63808,0.0
63809,21.0
63810,0.0
63811,1.0
63812,2.0
63813,4.0
63814,12.0
63815,5.0
63816,4.0
63817,0.0
63818,1.0
63819,0.0
63820,15.0
63821,5.0
63822,28.0
63823,0.0
63824,10.0
63825,3.0
63826,9.0
63827,8.0
63828,10.0
63829,1.0
63830,12.0
63831,0.0
63832,9.0
63833,14.0
63834,12.0
63835,0.0
63836,21.0
63837,4.0
63838,6.0
63839,8.0
63840,11.0
63841,5.0
63842,15.0
63843,2.0
63844,11.0
63845,9.0
63846,4.0
63847,0.0
63848,5.0
63849,4.0
63850,3.0
63851,0.0
63852,0.0
63853,2.0
63854,2.0
63855,0.0
63856,0.0
63857,0.0
63858,1.0
63859,1.0
63860,5.0
63861,6.0
63862,0.0
63863,0.0
63864,6.0
63865,0.0
63866,5.0
63867,7.0
63868,11.0
63869,1.0
63870,1.0
63871,3.0
63872,2.0
63873,0.0
63874,0.0
63875,1.0
63876,0.0
63877,1.0
63878,2.0
63879,0.0
63880,0.0
63881,4.0
63882,1.0
63883,1.0
63884,2.0
63885,6.0
63886,0.0
63887,6.0
63888,0.0
63889,9.0
63890,21.0
63891,6.0
63892,7.0
63893,0.0
63894,1.0
63895,0.0
63896,1.0
63897,7.0
63898,2.0
63899,3.0
63900,3.0
63901,0.0
63902,0.0
63903,5.0
63904,0.0
63905,3.0
63906,8.0
63907,11.0
63908,7.0
63909,2.0
63910,1.0
63911,1.0
63912,1.0
63913,11.0
63914,0.0
63915,16.0
63916,8.0
63917,1.0
63918,5.0
63919,4.0
63920,0.0
63921,5.0
63922,24.0
63923,3.0
63924,9.0
63925,11.0
63926,9.0
63927,0.0
63928,4.0
63929,0.0
63930,2.0
63931,3.0
63932,0.0
63933,2.0
63934,7.0
63935,4.0
63936,0.0
63937,1.0
63938,1.0
63939,4.0
63940,0.0
63941,2.0
63942,1.0
63943,3.0
63944,7.0
63945,1.0
63946,3.0
63947,1.0
63948,0.0
63949,0.0
63950,5.0
63951,0.0
63952,6.0
63953,6.0
63954,2.0
63955,0.0
63956,1.0
63957,0.0
63958,1.0
63959,0.0
63960,0.0
63961,2.0
63962,1.0
63963,22.0
63964,11.0
63965,4.0
63966,2.0
63967,1.0
63968,1.0
63969,4.0
63970,0.0
63971,2.0
63972,1.0
63973,4.0
63974,1.0
63975,4.0
63976,0.0
63977,0.0
63978,1.0
63979,3.0
63980,1.0
63981,4.0
63982,8.0
63983,16.0
63984,21.0
63985,0.0
63986,9.0
63987,1.0
63988,5.0
63989,0.0
63990,0.0
63991,3.0
63992,0.0
63993,0.0
63994,0.0
63995,7.0
63996,0.0
63997,0.0
63998,0.0
63999,4.0
64000,0.0
64001,1.0
64002,0.0
64003,0.0
64004,0.0
64005,2.0
64006,0.0
64007,1.0
64008,0.0
64009,0.0
64010,2.0
64011,2.0
64012,0.0
64013,1.0
64014,1.0
64015,0.0
64016,0.0
64017,0.0
64018,0.0
64019,0.0
64020,0.0
64021,0.0
64022,0.0
64023,0.0
64024,0.0
64025,0.0
64026,0.0
64027,0.0
64028,7.0
64029,1.0
64030,5.0
64031,4.0
64032,0.0
64033,0.0
64034,5.0
64035,0.0
64036,0.0
64037,0.0
64038,2.0
64039,0.0
64040,0.0
64041,4.0
64042,0.0
64043,1.0
64044,0.0
64045,1.0
64046,0.0
64047,3.0
64048,0.0
64049,0.0
64050,0.0
64051,0.0
64052,1.0
64053,2.0
64054,3.0
64055,0.0
64056,1.0
64057,2.0
64058,0.0
64059,1.0
64060,0.0
64061,2.0
64062,1.0
64063,0.0
64064,0.0
64065,2.0
64066,0.0
64067,6.0
64068,0.0
64069,1.0
64070,0.0
64071,2.0
64072,2.0
64073,0.0
64074,1.0
64075,1.0
64076,3.0
64077,0.0
64078,0.0
64079,1.0
64080,1.0
64081,1.0
64082,14.0
64083,8.0
64084,10.0
64085,2.0
64086,0.0
64087,1.0
64088,9.0
64089,1.0
64090,0.0
64091,2.0
64092,0.0
64093,2.0
64094,0.0
64095,2.0
64096,0.0
64097,0.0
64098,4.0
64099,0.0
64100,0.0
64101,5.0
64102,1.0
64103,2.0
64104,1.0
64105,0.0
64106,0.0
64107,0.0
64108,3.0
64109,5.0
64110,1.0
64111,3.0
64112,1.0
64113,0.0
64114,2.0
64115,3.0
64116,8.0
64117,11.0
64118,3.0
64119,5.0
64120,0.0
64121,6.0
64122,5.0
64123,4.0
64124,7.0
64125,2.0
64126,4.0
64127,10.0
64128,0.0
64129,0.0
64130,0.0
64131,0.0
64132,9.0
64133,3.0
64134,2.0
64135,4.0
64136,0.0
64137,1.0
64138,0.0
64139,0.0
64140,1.0
64141,10.0
64142,2.0
64143,10.0
64144,1.0
64145,0.0
64146,1.0
64147,3.0
64148,0.0
64149,0.0
64150,6.0
64151,0.0
64152,7.0
64153,2.0
64154,2.0
64155,8.0
64156,1.0
64157,0.0
64158,5.0
64159,0.0
64160,1.0
64161,1.0
64162,1.0
64163,1.0
64164,0.0
64165,1.0
64166,0.0
64167,3.0
64168,21.0
64169,1.0
64170,1.0
64171,0.0
64172,7.0
64173,0.0
64174,1.0
64175,1.0
64176,1.0
64177,3.0
64178,3.0
64179,0.0
64180,1.0
64181,1.0
64182,0.0
64183,3.0
64184,7.0
64185,1.0
64186,6.0
64187,8.0
64188,8.0
64189,2.0
64190,0.0
64191,26.0
64192,0.0
64193,0.0
64194,0.0
64195,15.0
64196,5.0
64197,2.0
64198,3.0
64199,2.0
64200,0.0
64201,0.0
64202,2.0
64203,2.0
64204,0.0
64205,0.0
64206,0.0
64207,0.0
64208,1.0
64209,0.0
64210,0.0
64211,1.0
64212,0.0
64213,1.0
64214,0.0
64215,0.0
64216,0.0
64217,0.0
64218,0.0
64219,1.0
64220,0.0
64221,0.0
64222,0.0
64223,2.0
64224,0.0
64225,2.0
64226,0.0
64227,0.0
64228,0.0
64229,0.0
64230,1.0
64231,0.0
64232,1.0
64233,0.0
64234,0.0
64235,2.0
64236,0.0
64237,0.0
64238,7.0
64239,0.0
64240,3.0
64241,5.0
64242,0.0
64243,0.0
64244,0.0
64245,0.0
64246,0.0
64247,0.0
64248,1.0
64249,0.0
64250,0.0
64251,0.0
64252,0.0
64253,0.0
64254,1.0
64255,0.0
64256,0.0
64257,0.0
64258,0.0
64259,0.0
64260,0.0
64261,1.0
64262,1.0
64263,0.0
64264,0.0
64265,1.0
64266,0.0
64267,0.0
64268,1.0
64269,0.0
64270,2.0
64271,0.0
64272,5.0
64273,2.0
64274,0.0
64275,0.0
64276,0.0
64277,0.0
64278,0.0
64279,1.0
64280,9.0
64281,0.0
64282,4.0
64283,0.0
64284,0.0
64285,0.0
64286,0.0
64287,0.0
64288,0.0
64289,0.0
64290,0.0
64291,0.0
64292,1.0
64293,0.0
64294,0.0
64295,0.0
64296,0.0
64297,0.0
64298,0.0
64299,10.0
64300,2.0
64301,7.0
64302,0.0
64303,9.0
64304,0.0
64305,0.0
64306,0.0
64307,0.0
64308,0.0
64309,0.0
64310,1.0
64311,0.0
64312,0.0
64313,0.0
64314,0.0
64315,0.0
64316,14.0
64317,3.0
64318,0.0
64319,0.0
64320,2.0
64321,0.0
64322,11.0
64323,2.0
64324,1.0
64325,0.0
64326,3.0
64327,1.0
64328,6.0
64329,0.0
64330,2.0
64331,29.0
64332,12.0
64333,0.0
64334,20.0
64335,8.0
64336,27.0
64337,1.0
64338,2.0
64339,1.0
64340,1.0
64341,15.0
64342,5.0
64343,41.0
64344,23.0
64345,0.0
64346,2.0
64347,6.0
64348,14.0
64349,21.0
64350,1.0
64351,10.0
64352,26.0
64353,5.0
64354,17.0
64355,17.0
64356,42.0
64357,4.0
64358,36.0
64359,0.0
64360,24.0
64361,1.0
64362,21.0
64363,1.0
64364,0.0
64365,7.0
64366,8.0
64367,20.0
64368,14.0
64369,0.0
64370,0.0
64371,16.0
64372,0.0
64373,2.0
64374,2.0
64375,6.0
64376,8.0
64377,0.0
64378,36.0
64379,18.0
64380,19.0
64381,9.0
64382,21.0
64383,22.0
64384,28.0
64385,23.0
64386,25.0
64387,25.0
64388,3.0
64389,16.0
64390,12.0
64391,38.0
64392,22.0
64393,28.0
64394,0.0
64395,17.0
64396,18.0
64397,0.0
64398,11.0
64399,0.0
64400,5.0
64401,27.0
64402,9.0
64403,1.0
64404,0.0
64405,4.0
64406,2.0
64407,10.0
64408,0.0
64409,21.0
64410,6.0
64411,23.0
64412,1.0
64413,4.0
64414,0.0
64415,0.0
64416,1.0
64417,22.0
64418,18.0
64419,0.0
64420,24.0
64421,29.0
64422,10.0
64423,14.0
64424,33.0
64425,42.0
64426,20.0
64427,0.0
64428,36.0
64429,3.0
64430,33.0
64431,3.0
64432,1.0
64433,0.0
64434,8.0
64435,5.0
64436,4.0
64437,18.0
64438,3.0
64439,0.0
64440,23.0
64441,19.0
64442,24.0
64443,1.0
64444,25.0
64445,28.0
64446,0.0
64447,9.0
64448,5.0
64449,2.0
64450,0.0
64451,1.0
64452,27.0
64453,24.0
64454,29.0
64455,2.0
64456,33.0
64457,28.0
64458,20.0
64459,31.0
64460,6.0
64461,2.0
64462,0.0
64463,12.0
64464,14.0
64465,9.0
64466,14.0
64467,9.0
64468,0.0
64469,6.0
64470,0.0
64471,8.0
64472,24.0
64473,3.0
64474,22.0
64475,12.0
64476,0.0
64477,0.0
64478,1.0
64479,2.0
64480,0.0
64481,0.0
64482,14.0
64483,9.0
64484,0.0
64485,1.0
64486,1.0
64487,2.0
64488,7.0
64489,8.0
64490,4.0
64491,6.0
64492,6.0
64493,0.0
64494,9.0
64495,8.0
64496,11.0
64497,4.0
64498,6.0
64499,9.0
64500,5.0
64501,10.0
64502,1.0
64503,0.0
64504,5.0
64505,10.0
64506,0.0
64507,1.0
64508,0.0
64509,7.0
64510,6.0
64511,0.0
64512,2.0
64513,0.0
64514,0.0
64515,0.0
64516,1.0
64517,1.0
64518,8.0
64519,17.0
64520,1.0
64521,0.0
64522,0.0
64523,0.0
64524,9.0
64525,2.0
64526,23.0
64527,2.0
64528,7.0
64529,2.0
64530,0.0
64531,12.0
64532,0.0
64533,11.0
64534,4.0
64535,1.0
64536,9.0
64537,0.0
64538,3.0
64539,0.0
64540,7.0
64541,2.0
64542,21.0
64543,0.0
64544,0.0
64545,15.0
64546,1.0
64547,7.0
64548,4.0
64549,1.0
64550,16.0
64551,6.0
64552,31.0
64553,7.0
64554,2.0
64555,16.0
64556,1.0
64557,10.0
64558,1.0
64559,1.0
64560,1.0
64561,2.0
64562,2.0
64563,0.0
64564,2.0
64565,6.0
64566,22.0
64567,8.0
64568,11.0
64569,3.0
64570,10.0
64571,0.0
64572,10.0
64573,15.0
64574,3.0
64575,12.0
64576,14.0
64577,6.0
64578,2.0
64579,3.0
64580,0.0
64581,12.0
64582,4.0
64583,8.0
64584,0.0
64585,11.0
64586,3.0
64587,13.0
64588,19.0
64589,15.0
64590,5.0
64591,2.0
64592,6.0
64593,1.0
64594,9.0
64595,7.0
64596,6.0
64597,4.0
64598,5.0
64599,3.0
64600,1.0
64601,10.0
64602,1.0
64603,27.0
64604,1.0
64605,13.0
64606,9.0
64607,7.0
64608,11.0
64609,6.0
64610,9.0
64611,2.0
64612,7.0
64613,5.0
64614,11.0
64615,12.0
64616,10.0
64617,13.0
64618,3.0
64619,0.0
64620,1.0
64621,9.0
64622,0.0
64623,9.0
64624,9.0
64625,3.0
64626,11.0
64627,2.0
64628,7.0
64629,3.0
64630,2.0
64631,7.0
64632,0.0
64633,20.0
64634,0.0
64635,2.0
64636,11.0
64637,0.0
64638,5.0
64639,5.0
64640,20.0
64641,0.0
64642,10.0
64643,18.0
64644,0.0
64645,13.0
64646,0.0
64647,2.0
64648,30.0
64649,13.0
64650,1.0
64651,7.0
64652,0.0
64653,13.0
64654,4.0
64655,0.0
64656,1.0
64657,12.0
64658,0.0
64659,2.0
64660,17.0
64661,14.0
64662,0.0
64663,6.0
64664,0.0
64665,0.0
64666,0.0
64667,5.0
64668,9.0
64669,5.0
64670,1.0
64671,0.0
64672,1.0
64673,2.0
64674,4.0
64675,15.0
64676,25.0
64677,10.0
64678,10.0
64679,2.0
64680,8.0
64681,25.0
64682,0.0
64683,2.0
64684,1.0
64685,1.0
64686,5.0
64687,8.0
64688,13.0
64689,4.0
64690,0.0
64691,4.0
64692,0.0
64693,10.0
64694,14.0
64695,4.0
64696,25.0
64697,12.0
64698,5.0
64699,10.0
64700,10.0
64701,6.0
64702,0.0
64703,5.0
64704,18.0
64705,6.0
64706,0.0
64707,12.0
64708,1.0
64709,9.0
64710,8.0
64711,31.0
64712,2.0
64713,1.0
64714,1.0
64715,0.0
64716,1.0
64717,4.0
64718,29.0
64719,11.0
64720,4.0
64721,22.0
64722,7.0
64723,8.0
64724,23.0
64725,28.0
64726,7.0
64727,19.0
64728,0.0
64729,3.0
64730,3.0
64731,0.0
64732,3.0
64733,1.0
64734,8.0
64735,4.0
64736,8.0
64737,9.0
64738,13.0
64739,13.0
64740,1.0
64741,0.0
64742,4.0
64743,5.0
64744,5.0
64745,13.0
64746,3.0
64747,7.0
64748,0.0
64749,4.0
64750,8.0
64751,12.0
64752,4.0
64753,5.0
64754,7.0
64755,7.0
64756,3.0
64757,10.0
64758,10.0
64759,1.0
64760,3.0
64761,9.0
64762,17.0
64763,8.0
64764,14.0
64765,13.0
64766,4.0
64767,8.0
64768,8.0
64769,1.0
64770,2.0
64771,3.0
64772,0.0
64773,1.0
64774,3.0
64775,0.0
64776,1.0
64777,0.0
64778,2.0
64779,4.0
64780,0.0
64781,0.0
64782,17.0
64783,9.0
64784,7.0
64785,8.0
64786,4.0
64787,4.0
64788,6.0
64789,5.0
64790,5.0
64791,11.0
64792,9.0
64793,5.0
64794,11.0
64795,15.0
64796,2.0
64797,1.0
64798,0.0
64799,14.0
64800,5.0
64801,1.0
64802,0.0
64803,0.0
64804,2.0
64805,0.0
64806,7.0
64807,0.0
64808,0.0
64809,3.0
64810,3.0
64811,4.0
64812,4.0
64813,5.0
64814,0.0
64815,9.0
64816,3.0
64817,10.0
64818,2.0
64819,6.0
