,Syt4
76723,0.0
76724,0.0
76725,0.0
76726,0.0
76727,0.0
76728,0.0
76729,0.0
76730,0.0
76731,0.0
76732,0.0
76733,0.0
76734,0.0
76735,0.0
76736,0.0
76737,0.0
76738,0.0
76739,0.0
76740,0.0
76741,0.0
76742,0.0
76743,0.0
76744,0.0
76745,0.0
76746,0.0
76747,0.0
76748,0.0
76749,0.0
76750,0.0
76751,0.0
76752,0.0
76753,0.0
76754,0.0
76755,0.0
76756,0.0
76757,0.0
76758,0.0
76759,0.0
76760,0.0
76761,0.0
76762,0.0
76763,0.0
76764,0.0
76765,0.0
76766,0.0
76767,0.0
76768,0.0
76769,0.0
76770,0.0
76771,0.0
76772,0.0
76773,0.0
76774,0.0
76775,0.0
76776,0.0
76777,0.0
76778,0.0
76779,0.0
76780,0.0
76781,0.0
76782,0.0
76783,0.0
76784,0.0
76785,0.0
76786,0.0
76787,0.0
76788,0.0
76789,0.0
76790,0.0
76791,0.0
76792,0.0
76793,0.0
76794,0.0
76795,0.0
76796,0.0
76797,0.0
76798,0.0
76799,12.0
76800,0.0
76801,0.0
76802,2.0
76803,0.0
76804,0.0
76805,0.0
76806,0.0
76807,0.0
76808,0.0
76809,0.0
76810,0.0
76811,0.0
76812,0.0
76813,0.0
76814,2.0
76815,0.0
76816,0.0
76817,0.0
76818,0.0
76819,0.0
76820,0.0
76821,0.0
76822,0.0
76823,0.0
76824,11.0
76825,0.0
76826,28.0
76827,0.0
76828,0.0
76829,0.0
76830,0.0
76831,0.0
76832,0.0
76833,0.0
76834,0.0
76835,0.0
76836,0.0
76837,0.0
76838,0.0
76839,12.0
76840,0.0
76841,10.0
76842,0.0
76843,18.0
76844,1.0
76845,0.0
76846,0.0
76847,0.0
76848,0.0
76849,0.0
76850,0.0
76851,0.0
76852,0.0
76853,0.0
76854,0.0
76855,0.0
76856,0.0
76857,0.0
76858,0.0
76859,0.0
76860,0.0
76861,0.0
76862,0.0
76863,3.0
76864,0.0
76865,33.0
76866,2.0
76867,10.0
76868,0.0
76869,1.0
76870,0.0
76871,0.0
76872,0.0
76873,1.0
76874,0.0
76875,0.0
76876,11.0
76877,33.0
76878,45.0
76879,0.0
76880,0.0
76881,10.0
76882,0.0
76883,2.0
76884,17.0
76885,0.0
76886,0.0
76887,0.0
76888,0.0
76889,8.0
76890,0.0
76891,0.0
76892,0.0
76893,0.0
76894,0.0
76895,0.0
76896,2.0
76897,0.0
76898,2.0
76899,2.0
76900,0.0
76901,15.0
76902,0.0
76903,0.0
76904,0.0
76905,14.0
76906,0.0
76907,0.0
76908,16.0
76909,0.0
76910,0.0
76911,0.0
76912,16.0
76913,10.0
76914,0.0
76915,0.0
76916,0.0
76917,1.0
76918,0.0
76919,27.0
76920,22.0
76921,3.0
76922,0.0
76923,9.0
76924,6.0
76925,0.0
76926,0.0
76927,1.0
76928,15.0
76929,19.0
76930,0.0
76931,1.0
76932,0.0
76933,0.0
76934,29.0
76935,0.0
76936,21.0
76937,0.0
76938,0.0
76939,0.0
76940,0.0
76941,3.0
76942,0.0
76943,0.0
76944,0.0
76945,0.0
76946,0.0
76947,0.0
76948,0.0
76949,0.0
76950,0.0
76951,30.0
76952,0.0
76953,2.0
76954,0.0
76955,0.0
76956,7.0
76957,0.0
76958,0.0
76959,0.0
76960,0.0
76961,1.0
76962,0.0
76963,0.0
76964,0.0
76965,0.0
76966,19.0
76967,0.0
76968,0.0
76969,1.0
76970,9.0
76971,18.0
76972,2.0
76973,0.0
76974,21.0
76975,0.0
76976,0.0
76977,2.0
76978,0.0
76979,0.0
76980,23.0
76981,0.0
76982,0.0
76983,25.0
76984,0.0
76985,8.0
76986,0.0
76987,0.0
76988,0.0
76989,0.0
76990,0.0
76991,0.0
76992,5.0
76993,2.0
76994,0.0
76995,0.0
76996,0.0
76997,0.0
76998,23.0
76999,0.0
77000,0.0
77001,0.0
77002,0.0
77003,0.0
77004,0.0
77005,0.0
77006,0.0
77007,0.0
77008,0.0
77009,0.0
77010,0.0
77011,0.0
77012,4.0
77013,0.0
77014,17.0
77015,0.0
77016,0.0
77017,0.0
77018,4.0
77019,0.0
77020,0.0
77021,32.0
77022,0.0
77023,0.0
77024,0.0
77025,0.0
77026,0.0
77027,0.0
77028,0.0
77029,0.0
77030,0.0
77031,0.0
77032,0.0
77033,1.0
77034,0.0
77035,0.0
77036,0.0
77037,0.0
77038,0.0
77039,0.0
77040,0.0
77041,0.0
77042,0.0
77043,0.0
77044,0.0
77045,0.0
77046,0.0
77047,0.0
77048,0.0
77049,0.0
77050,0.0
77051,15.0
77052,0.0
77053,2.0
77054,0.0
77055,1.0
77056,0.0
77057,13.0
77058,7.0
77059,0.0
77060,32.0
77061,1.0
77062,0.0
77063,0.0
77064,1.0
77065,0.0
77066,0.0
77067,0.0
77068,0.0
77069,0.0
77070,8.0
77071,0.0
77072,1.0
77073,0.0
77074,0.0
77075,0.0
77076,0.0
77077,0.0
77078,0.0
77079,0.0
77080,0.0
77081,4.0
77082,0.0
77083,0.0
77084,0.0
77085,2.0
77086,0.0
77087,0.0
77088,0.0
77089,0.0
77090,0.0
77091,0.0
77092,0.0
77093,0.0
77094,0.0
77095,0.0
77096,0.0
77097,0.0
77098,0.0
77099,0.0
77100,0.0
77101,49.0
77102,0.0
77103,0.0
77104,0.0
77105,16.0
77106,0.0
77107,0.0
77108,0.0
77109,0.0
77110,0.0
77111,0.0
77112,0.0
77113,16.0
77114,0.0
77115,0.0
77116,0.0
77117,0.0
77118,0.0
77119,2.0
77120,0.0
77121,6.0
77122,0.0
77123,0.0
77124,32.0
77125,0.0
77126,0.0
77127,0.0
77128,0.0
77129,0.0
77130,0.0
77131,0.0
77132,0.0
77133,0.0
77134,0.0
77135,0.0
77136,0.0
77137,0.0
77138,0.0
77139,0.0
77140,0.0
77141,0.0
77142,0.0
77143,0.0
77144,0.0
77145,0.0
77146,0.0
77147,3.0
77148,0.0
77149,0.0
77150,0.0
77151,0.0
77152,0.0
77153,0.0
77154,0.0
77155,14.0
77156,15.0
77157,0.0
77158,0.0
77159,0.0
77160,0.0
77161,0.0
77162,0.0
77163,0.0
77164,0.0
77165,0.0
77166,0.0
77167,0.0
77168,0.0
77169,0.0
77170,0.0
77171,0.0
77172,1.0
77173,0.0
77174,0.0
77175,0.0
77176,0.0
77177,0.0
77178,0.0
77179,0.0
77180,0.0
77181,0.0
77182,0.0
77183,0.0
77184,0.0
77185,0.0
77186,0.0
77187,0.0
77188,0.0
77189,0.0
77190,0.0
77191,0.0
77192,0.0
77193,0.0
77194,0.0
77195,0.0
77196,0.0
77197,0.0
77198,0.0
77199,0.0
77200,0.0
77201,0.0
77202,0.0
77203,0.0
77204,0.0
77205,0.0
77206,0.0
77207,0.0
77208,0.0
77209,0.0
77210,0.0
77211,0.0
77212,0.0
77213,0.0
77214,0.0
77215,0.0
77216,8.0
77217,4.0
77218,5.0
77219,2.0
77220,21.0
77221,3.0
77222,1.0
77223,2.0
77224,6.0
77225,0.0
77226,6.0
77227,7.0
77228,0.0
77229,0.0
77230,1.0
77231,3.0
77232,0.0
77233,0.0
77234,0.0
77235,1.0
77236,4.0
77237,1.0
77238,5.0
77239,6.0
77240,2.0
77241,1.0
77242,6.0
77243,0.0
77244,0.0
77245,10.0
77246,6.0
77247,0.0
77248,1.0
77249,12.0
77250,0.0
77251,0.0
77252,1.0
77253,0.0
77254,22.0
77255,6.0
77256,7.0
77257,0.0
77258,3.0
77259,0.0
77260,0.0
77261,0.0
77262,7.0
77263,0.0
77264,3.0
77265,3.0
77266,7.0
77267,8.0
77268,7.0
77269,14.0
77270,1.0
77271,0.0
77272,9.0
77273,2.0
77274,0.0
77275,10.0
77276,3.0
77277,15.0
77278,1.0
77279,0.0
77280,32.0
77281,3.0
77282,1.0
77283,0.0
77284,4.0
77285,2.0
77286,0.0
77287,3.0
77288,1.0
77289,4.0
77290,0.0
77291,1.0
77292,4.0
77293,0.0
77294,3.0
77295,0.0
77296,5.0
77297,9.0
77298,0.0
77299,24.0
77300,1.0
77301,0.0
77302,35.0
77303,1.0
77304,59.0
77305,0.0
77306,2.0
77307,10.0
77308,1.0
77309,7.0
77310,49.0
77311,11.0
77312,7.0
77313,14.0
77314,0.0
77315,1.0
77316,14.0
77317,1.0
77318,1.0
77319,5.0
77320,0.0
77321,3.0
77322,17.0
77323,3.0
77324,2.0
77325,7.0
77326,9.0
77327,14.0
77328,0.0
77329,6.0
77330,23.0
77331,5.0
77332,31.0
77333,6.0
77334,9.0
77335,2.0
77336,11.0
77337,3.0
77338,2.0
77339,0.0
77340,6.0
77341,1.0
77342,9.0
77343,0.0
77344,6.0
77345,0.0
77346,5.0
77347,0.0
77348,13.0
77349,0.0
77350,0.0
77351,1.0
77352,8.0
77353,50.0
77354,0.0
77355,9.0
77356,21.0
77357,4.0
77358,1.0
77359,0.0
77360,15.0
77361,0.0
77362,0.0
77363,10.0
77364,3.0
77365,6.0
77366,5.0
77367,0.0
77368,0.0
77369,7.0
77370,7.0
77371,5.0
77372,8.0
77373,7.0
77374,16.0
77375,0.0
77376,0.0
77377,0.0
77378,22.0
77379,4.0
77380,15.0
77381,6.0
77382,14.0
77383,5.0
77384,0.0
77385,19.0
77386,5.0
77387,8.0
77388,0.0
77389,1.0
77390,0.0
77391,50.0
77392,2.0
77393,1.0
77394,1.0
77395,8.0
77396,2.0
77397,10.0
77398,29.0
77399,1.0
77400,0.0
77401,1.0
77402,7.0
77403,3.0
77404,0.0
77405,0.0
77406,2.0
77407,29.0
77408,10.0
77409,2.0
77410,7.0
77411,3.0
77412,9.0
77413,1.0
77414,2.0
77415,23.0
77416,1.0
77417,4.0
77418,2.0
77419,4.0
77420,1.0
77421,2.0
77422,4.0
77423,4.0
77424,1.0
77425,17.0
77426,0.0
77427,13.0
77428,6.0
77429,2.0
77430,2.0
77431,1.0
77432,2.0
77433,37.0
77434,0.0
77435,0.0
77436,12.0
77437,18.0
77438,0.0
77439,2.0
77440,4.0
77441,0.0
77442,0.0
77443,1.0
77444,10.0
77445,2.0
77446,31.0
77447,4.0
77448,1.0
77449,1.0
77450,41.0
77451,0.0
77452,4.0
77453,41.0
77454,16.0
77455,3.0
77456,0.0
77457,39.0
77458,34.0
77459,9.0
77460,1.0
77461,0.0
77462,1.0
77463,1.0
77464,2.0
77465,27.0
77466,0.0
77467,6.0
77468,1.0
77469,0.0
77470,0.0
77471,107.0
77472,23.0
77473,28.0
77474,6.0
77475,4.0
77476,3.0
77477,0.0
77478,0.0
77479,0.0
77480,0.0
77481,9.0
77482,0.0
77483,72.0
77484,9.0
77485,0.0
77486,0.0
77487,7.0
77488,0.0
77489,1.0
77490,6.0
77491,0.0
77492,2.0
77493,24.0
77494,0.0
77495,0.0
77496,1.0
77497,2.0
77498,9.0
77499,1.0
77500,17.0
77501,0.0
77502,2.0
77503,0.0
77504,0.0
77505,22.0
77506,0.0
77507,12.0
77508,0.0
77509,3.0
77510,3.0
77511,2.0
77512,47.0
77513,1.0
77514,29.0
77515,0.0
77516,0.0
77517,3.0
77518,0.0
77519,11.0
77520,1.0
77521,22.0
77522,2.0
77523,7.0
77524,1.0
77525,2.0
77526,4.0
77527,32.0
77528,0.0
77529,3.0
77530,2.0
77531,2.0
77532,0.0
77533,18.0
77534,38.0
77535,0.0
77536,0.0
77537,6.0
77538,0.0
77539,0.0
77540,5.0
77541,35.0
77542,4.0
77543,1.0
77544,2.0
77545,7.0
77546,15.0
77547,0.0
77548,0.0
77549,4.0
77550,0.0
77551,5.0
77552,19.0
77553,0.0
77554,1.0
77555,5.0
77556,0.0
77557,1.0
77558,0.0
77559,2.0
77560,8.0
77561,1.0
77562,0.0
77563,4.0
77564,7.0
77565,1.0
77566,2.0
77567,0.0
77568,1.0
77569,0.0
77570,1.0
77571,4.0
77572,2.0
77573,3.0
77574,38.0
77575,0.0
77576,0.0
77577,0.0
77578,2.0
77579,1.0
77580,0.0
77581,1.0
77582,3.0
77583,0.0
77584,1.0
77585,0.0
77586,1.0
77587,0.0
77588,1.0
77589,0.0
77590,2.0
77591,0.0
77592,1.0
77593,4.0
77594,0.0
77595,26.0
77596,1.0
77597,0.0
77598,6.0
77599,45.0
77600,1.0
77601,0.0
77602,1.0
77603,0.0
77604,1.0
77605,2.0
77606,0.0
77607,0.0
77608,0.0
77609,0.0
77610,4.0
77611,0.0
77612,0.0
77613,31.0
77614,2.0
77615,21.0
77616,1.0
77617,0.0
77618,2.0
77619,4.0
77620,0.0
77621,2.0
77622,2.0
77623,0.0
77624,0.0
77625,11.0
77626,3.0
77627,1.0
77628,0.0
77629,0.0
77630,0.0
77631,0.0
77632,6.0
77633,1.0
77634,2.0
77635,0.0
77636,62.0
77637,0.0
77638,1.0
77639,6.0
77640,2.0
77641,0.0
77642,25.0
77643,8.0
77644,2.0
77645,0.0
77646,0.0
77647,5.0
77648,1.0
77649,0.0
77650,0.0
77651,0.0
77652,0.0
77653,2.0
77654,3.0
77655,4.0
77656,0.0
77657,0.0
77658,1.0
77659,2.0
77660,4.0
77661,2.0
77662,0.0
77663,7.0
77664,0.0
77665,1.0
77666,0.0
77667,0.0
77668,2.0
77669,0.0
77670,2.0
77671,3.0
77672,6.0
77673,4.0
77674,0.0
77675,6.0
77676,6.0
77677,0.0
77678,0.0
77679,0.0
77680,0.0
77681,1.0
77682,3.0
77683,0.0
77684,0.0
77685,0.0
77686,1.0
77687,0.0
77688,0.0
77689,0.0
77690,0.0
77691,0.0
77692,0.0
77693,0.0
77694,3.0
77695,0.0
77696,2.0
77697,0.0
77698,0.0
77699,0.0
77700,1.0
77701,2.0
77702,8.0
77703,0.0
77704,8.0
77705,5.0
77706,2.0
77707,4.0
77708,1.0
77709,0.0
77710,0.0
77711,1.0
77712,0.0
77713,8.0
77714,3.0
77715,0.0
77716,1.0
77717,11.0
77718,13.0
77719,1.0
77720,2.0
77721,6.0
77722,0.0
77723,1.0
77724,0.0
77725,3.0
77726,1.0
77727,0.0
77728,16.0
77729,3.0
77730,0.0
77731,0.0
77732,0.0
77733,8.0
77734,2.0
77735,0.0
77736,0.0
77737,0.0
77738,0.0
77739,6.0
77740,0.0
77741,0.0
77742,2.0
77743,0.0
77744,0.0
77745,0.0
77746,1.0
77747,3.0
77748,0.0
77749,9.0
77750,0.0
77751,0.0
77752,0.0
77753,0.0
77754,0.0
77755,0.0
77756,0.0
77757,0.0
77758,0.0
77759,0.0
77760,1.0
77761,0.0
77762,0.0
77763,0.0
77764,7.0
77765,0.0
77766,0.0
77767,0.0
77768,0.0
77769,1.0
77770,0.0
77771,0.0
77772,4.0
77773,0.0
77774,0.0
77775,0.0
77776,0.0
77777,0.0
77778,2.0
77779,0.0
77780,6.0
77781,1.0
77782,21.0
77783,1.0
77784,0.0
77785,0.0
77786,0.0
77787,0.0
77788,0.0
77789,0.0
77790,0.0
77791,1.0
77792,1.0
77793,0.0
77794,0.0
77795,0.0
77796,0.0
77797,0.0
77798,0.0
77799,0.0
77800,0.0
77801,0.0
77802,0.0
77803,0.0
77804,16.0
77805,0.0
77806,0.0
77807,2.0
77808,0.0
77809,0.0
77810,3.0
77811,0.0
77812,0.0
77813,0.0
77814,0.0
77815,0.0
77816,0.0
77817,0.0
77818,0.0
77819,0.0
77820,0.0
77821,0.0
77822,0.0
77823,0.0
77824,0.0
77825,0.0
77826,0.0
77827,0.0
77828,1.0
77829,16.0
77830,0.0
77831,0.0
77832,0.0
77833,0.0
77834,0.0
77835,0.0
77836,0.0
77837,0.0
77838,0.0
77839,0.0
77840,7.0
77841,0.0
77842,0.0
77843,0.0
77844,2.0
77845,0.0
77846,0.0
77847,5.0
77848,0.0
77849,0.0
77850,0.0
77851,0.0
77852,0.0
77853,0.0
77854,0.0
77855,0.0
77856,0.0
77857,0.0
77858,0.0
77859,0.0
77860,0.0
77861,9.0
77862,0.0
77863,0.0
77864,0.0
77865,0.0
77866,0.0
77867,1.0
77868,3.0
77869,16.0
77870,10.0
77871,10.0
77872,0.0
77873,3.0
77874,0.0
77875,0.0
77876,9.0
77877,0.0
77878,13.0
77879,12.0
77880,1.0
77881,0.0
77882,3.0
77883,2.0
77884,15.0
77885,0.0
77886,0.0
77887,19.0
77888,7.0
77889,0.0
77890,8.0
77891,7.0
77892,1.0
77893,9.0
77894,8.0
77895,12.0
77896,12.0
77897,19.0
77898,7.0
77899,0.0
77900,8.0
77901,9.0
77902,4.0
77903,2.0
77904,11.0
77905,11.0
77906,16.0
77907,0.0
77908,7.0
77909,3.0
77910,0.0
77911,0.0
77912,19.0
77913,0.0
77914,10.0
77915,0.0
77916,14.0
77917,0.0
77918,4.0
77919,11.0
77920,10.0
77921,0.0
77922,20.0
77923,0.0
77924,13.0
77925,1.0
77926,20.0
77927,1.0
77928,6.0
77929,18.0
77930,1.0
77931,7.0
77932,0.0
77933,0.0
77934,22.0
77935,28.0
77936,4.0
77937,14.0
77938,19.0
77939,1.0
77940,57.0
77941,15.0
77942,11.0
77943,7.0
77944,60.0
77945,9.0
77946,19.0
77947,0.0
77948,29.0
77949,20.0
77950,2.0
77951,16.0
77952,0.0
77953,18.0
77954,8.0
77955,3.0
77956,11.0
77957,0.0
77958,1.0
77959,15.0
77960,18.0
77961,3.0
77962,1.0
77963,0.0
77964,0.0
77965,14.0
77966,10.0
77967,7.0
77968,0.0
77969,3.0
77970,1.0
77971,20.0
77972,0.0
77973,0.0
77974,6.0
77975,6.0
77976,15.0
77977,12.0
77978,5.0
77979,17.0
77980,11.0
77981,0.0
77982,21.0
77983,17.0
77984,3.0
77985,15.0
77986,24.0
77987,12.0
77988,9.0
77989,0.0
77990,5.0
77991,2.0
77992,2.0
77993,2.0
77994,9.0
77995,3.0
77996,47.0
77997,24.0
77998,16.0
77999,11.0
78000,1.0
78001,13.0
78002,0.0
78003,9.0
78004,6.0
78005,0.0
78006,20.0
78007,0.0
78008,2.0
78009,4.0
78010,11.0
78011,1.0
78012,25.0
78013,59.0
78014,0.0
78015,0.0
78016,26.0
78017,0.0
78018,17.0
78019,13.0
78020,21.0
78021,2.0
78022,0.0
78023,3.0
78024,2.0
78025,21.0
78026,0.0
78027,0.0
78028,0.0
78029,0.0
78030,5.0
78031,0.0
78032,18.0
78033,0.0
78034,24.0
78035,0.0
78036,0.0
78037,1.0
78038,0.0
78039,15.0
78040,1.0
78041,17.0
78042,0.0
78043,15.0
78044,0.0
78045,0.0
78046,0.0
78047,0.0
78048,0.0
78049,0.0
78050,44.0
78051,0.0
78052,23.0
78053,0.0
78054,0.0
78055,3.0
78056,1.0
78057,12.0
78058,0.0
78059,0.0
78060,19.0
78061,3.0
78062,0.0
78063,0.0
78064,0.0
78065,26.0
78066,0.0
78067,0.0
78068,0.0
78069,0.0
78070,25.0
78071,0.0
78072,0.0
78073,0.0
78074,3.0
78075,0.0
78076,0.0
78077,19.0
78078,0.0
78079,0.0
78080,23.0
78081,4.0
78082,0.0
78083,0.0
78084,11.0
78085,0.0
78086,0.0
78087,7.0
78088,0.0
78089,10.0
78090,0.0
78091,6.0
78092,13.0
78093,10.0
78094,0.0
78095,22.0
78096,0.0
78097,5.0
78098,0.0
78099,0.0
78100,5.0
78101,0.0
78102,0.0
78103,10.0
78104,0.0
78105,23.0
78106,0.0
78107,3.0
78108,60.0
78109,0.0
78110,0.0
78111,13.0
78112,29.0
78113,1.0
78114,3.0
78115,1.0
78116,0.0
78117,18.0
78118,16.0
78119,7.0
78120,17.0
78121,3.0
78122,12.0
78123,33.0
78124,16.0
78125,0.0
78126,12.0
78127,0.0
78128,2.0
78129,9.0
78130,0.0
78131,31.0
78132,7.0
78133,17.0
78134,14.0
78135,0.0
78136,23.0
78137,1.0
78138,44.0
78139,29.0
78140,5.0
78141,0.0
78142,11.0
78143,12.0
78144,25.0
78145,8.0
78146,26.0
78147,0.0
78148,2.0
78149,0.0
78150,0.0
78151,1.0
78152,3.0
78153,1.0
78154,0.0
78155,3.0
78156,24.0
78157,12.0
78158,0.0
78159,0.0
78160,4.0
78161,0.0
78162,1.0
78163,25.0
78164,3.0
78165,16.0
78166,25.0
78167,0.0
78168,25.0
78169,20.0
78170,0.0
78171,3.0
78172,0.0
78173,3.0
78174,1.0
78175,25.0
78176,0.0
78177,4.0
78178,1.0
78179,13.0
78180,1.0
78181,13.0
78182,0.0
78183,17.0
78184,20.0
78185,0.0
78186,13.0
78187,28.0
78188,38.0
78189,30.0
78190,1.0
78191,20.0
78192,8.0
78193,5.0
78194,18.0
78195,29.0
78196,11.0
78197,22.0
78198,51.0
78199,16.0
78200,29.0
78201,7.0
78202,20.0
78203,37.0
78204,5.0
78205,17.0
78206,2.0
78207,8.0
78208,3.0
78209,33.0
78210,14.0
78211,3.0
78212,0.0
78213,0.0
78214,42.0
78215,20.0
78216,0.0
78217,22.0
78218,0.0
78219,22.0
78220,12.0
78221,6.0
78222,11.0
78223,40.0
78224,2.0
78225,8.0
78226,34.0
78227,21.0
78228,0.0
78229,0.0
78230,25.0
78231,1.0
78232,36.0
78233,29.0
78234,5.0
78235,37.0
78236,1.0
78237,66.0
78238,19.0
78239,0.0
78240,0.0
78241,2.0
78242,17.0
78243,4.0
78244,0.0
78245,0.0
78246,32.0
78247,17.0
78248,2.0
78249,23.0
78250,57.0
78251,0.0
78252,4.0
78253,1.0
78254,0.0
78255,9.0
78256,5.0
78257,0.0
78258,0.0
78259,38.0
78260,27.0
78261,30.0
78262,2.0
78263,19.0
78264,3.0
78265,17.0
78266,12.0
78267,52.0
78268,0.0
78269,22.0
78270,10.0
78271,8.0
78272,31.0
78273,5.0
78274,39.0
78275,1.0
78276,42.0
78277,0.0
78278,21.0
78279,13.0
78280,0.0
78281,9.0
78282,2.0
78283,8.0
78284,6.0
78285,8.0
78286,16.0
78287,48.0
78288,29.0
78289,26.0
78290,17.0
78291,15.0
78292,16.0
78293,31.0
78294,18.0
78295,0.0
78296,38.0
78297,18.0
78298,21.0
78299,27.0
78300,8.0
78301,17.0
78302,18.0
78303,8.0
78304,32.0
78305,24.0
78306,12.0
78307,6.0
78308,8.0
78309,27.0
78310,1.0
78311,42.0
78312,16.0
78313,12.0
78314,9.0
78315,0.0
78316,8.0
78317,13.0
78318,1.0
78319,9.0
78320,35.0
78321,33.0
78322,7.0
78323,40.0
78324,69.0
78325,0.0
78326,28.0
78327,6.0
78328,21.0
78329,14.0
78330,13.0
78331,68.0
78332,17.0
78333,38.0
78334,0.0
78335,27.0
78336,15.0
78337,33.0
78338,0.0
78339,17.0
78340,16.0
78341,0.0
78342,2.0
78343,4.0
78344,8.0
78345,0.0
78346,23.0
78347,29.0
78348,11.0
78349,22.0
78350,51.0
78351,3.0
78352,8.0
78353,4.0
78354,39.0
78355,7.0
78356,0.0
78357,32.0
78358,1.0
78359,14.0
78360,11.0
78361,0.0
78362,27.0
78363,0.0
78364,9.0
78365,8.0
78366,4.0
78367,23.0
78368,11.0
78369,8.0
78370,0.0
78371,4.0
78372,4.0
78373,8.0
78374,13.0
78375,0.0
78376,8.0
78377,25.0
78378,0.0
78379,12.0
78380,9.0
78381,3.0
78382,34.0
78383,6.0
78384,0.0
78385,14.0
78386,20.0
78387,21.0
78388,0.0
78389,27.0
78390,4.0
78391,4.0
78392,8.0
78393,23.0
78394,26.0
78395,12.0
78396,17.0
78397,16.0
78398,11.0
78399,5.0
78400,0.0
78401,0.0
78402,2.0
78403,0.0
78404,15.0
78405,25.0
78406,20.0
78407,0.0
78408,13.0
78409,40.0
78410,18.0
78411,17.0
78412,36.0
78413,29.0
78414,13.0
78415,25.0
78416,22.0
78417,14.0
78418,7.0
78419,11.0
78420,11.0
78421,7.0
78422,22.0
78423,6.0
78424,0.0
78425,0.0
78426,3.0
78427,14.0
78428,1.0
78429,13.0
78430,5.0
78431,0.0
78432,0.0
78433,11.0
78434,31.0
78435,0.0
78436,0.0
78437,4.0
78438,8.0
78439,10.0
78440,20.0
78441,3.0
78442,14.0
78443,8.0
78444,38.0
78445,13.0
78446,34.0
78447,30.0
78448,27.0
78449,9.0
78450,18.0
78451,7.0
78452,0.0
78453,4.0
78454,5.0
78455,6.0
78456,16.0
78457,14.0
78458,4.0
78459,0.0
78460,29.0
78461,0.0
78462,21.0
78463,35.0
78464,2.0
78465,45.0
78466,17.0
78467,0.0
78468,0.0
78469,0.0
78470,0.0
78471,0.0
78472,0.0
78473,0.0
78474,0.0
78475,0.0
78476,0.0
78477,23.0
78478,0.0
78479,8.0
78480,1.0
78481,0.0
78482,12.0
78483,0.0
78484,3.0
78485,0.0
78486,0.0
78487,0.0
78488,1.0
78489,0.0
78490,0.0
78491,12.0
78492,0.0
78493,0.0
78494,7.0
78495,0.0
78496,8.0
78497,0.0
78498,0.0
78499,0.0
78500,0.0
78501,0.0
78502,0.0
78503,0.0
78504,0.0
78505,9.0
78506,0.0
78507,0.0
78508,0.0
78509,0.0
78510,0.0
78511,0.0
78512,0.0
78513,0.0
78514,0.0
78515,0.0
78516,0.0
78517,0.0
78518,0.0
78519,0.0
78520,0.0
78521,0.0
78522,0.0
78523,0.0
78524,16.0
78525,0.0
78526,15.0
78527,2.0
78528,18.0
78529,7.0
78530,14.0
78531,14.0
78532,0.0
78533,1.0
78534,14.0
78535,8.0
78536,4.0
78537,12.0
78538,0.0
78539,10.0
78540,0.0
78541,3.0
78542,0.0
78543,11.0
78544,10.0
78545,0.0
78546,8.0
78547,0.0
78548,6.0
78549,18.0
78550,1.0
78551,4.0
78552,0.0
78553,1.0
78554,9.0
78555,1.0
78556,1.0
78557,12.0
78558,28.0
78559,0.0
78560,0.0
78561,13.0
78562,22.0
78563,2.0
78564,10.0
78565,0.0
78566,17.0
78567,0.0
78568,21.0
78569,13.0
78570,2.0
78571,17.0
78572,0.0
78573,14.0
78574,7.0
78575,6.0
78576,0.0
78577,1.0
78578,0.0
78579,4.0
78580,3.0
78581,0.0
78582,30.0
78583,1.0
78584,2.0
78585,26.0
78586,22.0
78587,25.0
78588,15.0
78589,10.0
78590,9.0
78591,17.0
78592,13.0
78593,14.0
78594,1.0
78595,0.0
78596,14.0
78597,4.0
78598,0.0
78599,3.0
78600,22.0
78601,30.0
78602,6.0
78603,36.0
78604,0.0
78605,36.0
78606,15.0
78607,16.0
78608,11.0
78609,2.0
78610,38.0
78611,17.0
78612,27.0
78613,31.0
78614,34.0
78615,1.0
78616,8.0
78617,5.0
78618,3.0
78619,21.0
78620,28.0
78621,22.0
78622,11.0
78623,24.0
78624,17.0
78625,22.0
78626,22.0
78627,27.0
78628,11.0
78629,13.0
78630,22.0
78631,32.0
78632,10.0
78633,9.0
78634,9.0
78635,13.0
78636,15.0
78637,10.0
78638,11.0
78639,17.0
78640,15.0
78641,38.0
78642,2.0
78643,1.0
78644,11.0
78645,13.0
78646,17.0
78647,8.0
78648,16.0
78649,10.0
78650,24.0
78651,22.0
78652,6.0
78653,17.0
78654,2.0
78655,31.0
78656,5.0
78657,25.0
78658,0.0
78659,16.0
78660,6.0
78661,0.0
78662,4.0
78663,0.0
78664,0.0
78665,35.0
78666,0.0
78667,0.0
78668,50.0
78669,1.0
78670,0.0
78671,33.0
78672,13.0
78673,24.0
78674,0.0
78675,17.0
78676,33.0
78677,15.0
78678,5.0
78679,30.0
78680,1.0
78681,0.0
78682,29.0
78683,12.0
78684,19.0
78685,0.0
78686,22.0
78687,4.0
78688,0.0
78689,10.0
78690,0.0
78691,7.0
78692,0.0
78693,16.0
78694,3.0
78695,54.0
78696,40.0
78697,21.0
78698,15.0
78699,0.0
78700,34.0
78701,8.0
78702,32.0
78703,87.0
78704,15.0
78705,7.0
78706,4.0
78707,14.0
78708,9.0
78709,33.0
78710,4.0
78711,1.0
78712,61.0
78713,13.0
78714,0.0
78715,20.0
78716,10.0
78717,6.0
78718,38.0
78719,1.0
78720,8.0
78721,0.0
